DISCIPLINE,00000000-0000-0000-0000-000000000000,Combined
CHAPTER,d7dff36f-7201-4d37-a4d6-b62e07fab910,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00000000-0000-0000-0000-000000000000
CHAPTER,e925c9bc-bf05-40b4-b0a3-e563c243116d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00000000-0000-0000-0000-000000000000
CHAPTER,8d19825f-8c92-4012-af72-6c805ead4fcb,Course Information,3,,00000000-0000-0000-0000-000000000000
CHAPTER,c5232c99-1f50-45be-892d-774150ca4fb2,Range Equipment,4,,00000000-0000-0000-0000-000000000000
CHAPTER,85e99bbf-42f9-4e23-87f1-e0ccbc4ee0a6,Competitor Equipment,5,,00000000-0000-0000-0000-000000000000
CHAPTER,409eb8b2-7f9c-4ca2-b171-5b43b801881a,Match Structure,6,,00000000-0000-0000-0000-000000000000
CHAPTER,0860c5e2-d755-4c77-8866-9b31f15e1998,Match Management,7,,00000000-0000-0000-0000-000000000000
CHAPTER,6b6cdf89-79d9-4307-8e41-8e4673d4ef8b,The Course of Fire,8,,00000000-0000-0000-0000-000000000000
CHAPTER,b5ae926f-e6b9-4e48-8edd-9a977b4279c8,Scoring,9,,00000000-0000-0000-0000-000000000000
CHAPTER,08e8bb50-d456-420f-af24-34c5b92b10a6,Penalties and Disqualifications,10,,00000000-0000-0000-0000-000000000000
CHAPTER,74f7cf55-6892-45b2-829c-7aab1ed33225,Arbitration and Interpretation of Rules,11,,00000000-0000-0000-0000-000000000000
CHAPTER,1cdda85a-5f33-40b7-bc6a-5641ee46ab02,Miscellaneous Matters,12,,00000000-0000-0000-0000-000000000000
RULE,1c17dca5-9c8b-4c4a-8ebb-71efb091b1c4, (Handgun | Shotgun | Rifle | PCC only),1.1.5,IPSC matches are freestyle. Competitors must be permitted to solve the challenge presented in a freestyle manner and~ for handgun and shotgun matches~ to shoot targets on an "as and when visible" basis. After the Start Signal~ courses of fire must not require mandatory reloads nor dictate a shooting position~ location or stance~ except as specified below. However~ conditions may be created~ and barriers or other physical limitations may be constructed~ to compel a competitor into shooting positions~ locations or stances.,8822c317-73ab-4845-8208-385e36b3182b,00000000-0000-0000-0000-000000000000
RULE,4419d82f-db46-40e5-aead-734498317fb0, (Handgun | Shotgun | Rifle | PCC only),1.1.7,IPSC matches recognize the challenges presented when using full power firearms in dynamic shooting~ and must always employ a minimum power factor to be attained by all competitors to reflect this challenge.,8822c317-73ab-4845-8208-385e36b3182b,00000000-0000-0000-0000-000000000000
RULE,27118d11-c99b-4290-9cc3-2f96fe876891, (MiniRifle only),1.1.3,Accuracy~ Power and Speed are equivalent elements of IPSC shooting~ and are expressed in the Latin words "Diligentia~ Vis~ Celeritas" ("DVC"). A properly balanced course of fire will depend largely upon the nature of the challenges presented therein. However~ courses must be designed~ and IPSC matches must be conducted in such a way~ as to evaluate these elements equally. IPSC Mini Rifle matches are exempt from minimum power considerations (also see Rule 5.6.1).,8822c317-73ab-4845-8208-385e36b3182b,00000000-0000-0000-0000-000000000000
RULE,f7a4e55c-0c64-488b-9424-ad4d6870a61f, (MiniRifle only),1.1.5,IPSC matches are freestyle. Competitors must be permitted to solve the challenge presented in a freestyle manner. After the Start Signal~ courses of fire must not require mandatory reloads nor dictate a shooting position~ location or stance~ except as specified below. However~ conditions may be created~ and barriers or other physical limitations may be constructed~ to compel a competitor into shooting positions~ locations or stances.,8822c317-73ab-4845-8208-385e36b3182b,00000000-0000-0000-0000-000000000000
RULE,ebd49d43-84f2-4cf0-a21e-c354f31d8acf,,1.2.1,General Courses of Fire:,f891c77d-05c2-4059-ac61-9bbbcf25cdee,00000000-0000-0000-0000-000000000000
RULE,979761de-015a-4cb7-8b22-2a304a09b2ab,,1.2.2,Special Courses of Fire:,f891c77d-05c2-4059-ac61-9bbbcf25cdee,00000000-0000-0000-0000-000000000000
RULE,14af381b-7486-40c9-9847-4146d5863e9a,,1.3.1,Match organizers wishing to receive IPSC sanctioning must comply with the general principles of course design and course construction as well as all other current IPSC Rules and regulations relevant to the discipline. Courses of fire that do not comply with these requirements will not be sanctioned~ and must not be publicized or announced as IPSC sanctioned matches.,dc1a4b5e-f7ee-4129-8b9e-cc67bf2e484a,00000000-0000-0000-0000-000000000000
RULE,fa100ecf-3a2f-40a2-b691-e82e05c2ab66,,1.3.2,Target arrays and presentations or props included in courses of fire submitted to IPSC~ but deemed by IPSC to be illogical or impractical~ will not be approved (see latest version of the separate Target Array Book).,dc1a4b5e-f7ee-4129-8b9e-cc67bf2e484a,00000000-0000-0000-0000-000000000000
RULE,c6091c64-ce8b-4a28-b900-2938b42eda47,,1.3.3,The IPSC President~ his delegate~ or an officer of the Confederation (in that order)~ may withdraw IPSC sanctioning from a match if~ in his or their opinion~ a match or any component part thereof:,dc1a4b5e-f7ee-4129-8b9e-cc67bf2e484a,00000000-0000-0000-0000-000000000000
RULE,3c7fc63c-1e30-4b1a-a3fc-8c84e0434c0a,,1.3.4,IPSC match level requirements and recommendations are specified in Appendix A1.,dc1a4b5e-f7ee-4129-8b9e-cc67bf2e484a,00000000-0000-0000-0000-000000000000
RULE,7b72ebe8-69ce-45d2-ada8-586601a8df72,Physical Construction,2.1.1,Safety considerations in the design~ physical construction~ and stated requirements for any course of fire are the responsibility of the host organization subject to the approval of the Range Master. Reasonable effort must be made to prevent injury to competitors~ officials and spectators during the match. Course design should prevent inadvertent unsafe actions wherever possible. Consideration must be given to the operation of any course of fire to provide suitable access for officials supervising the competitors.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,98fc5a41-d469-4086-ae9a-b83fe0c25de1,Safe Angles of Fire,2.1.2,Courses of fire must always be constructed taking into account safe angles of fire. Consideration must be given to safe target and frame construction and the angle of any possible ricochets. Where appropriate the physical dimensions and suitability of backstops and side berms must be determined as part of the construction process. Unless otherwise specified~ the default maximum muzzle angle is 90 degrees in all directions~ measured from the front of the competitor facing directly center downrange. Violations are subject to Rule 10.5.2.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,77b4298c-9070-4e21-a6d5-24edb3251a05, (ActionAir only),2.1.3,Whenever rigid targets or rigid hard cover are used in a course of fire~ precautions must be taken so that competitors and Match Officials maintain a safe minimum distance from them while they are being shot. Where possible~ this should be done with physical barriers. Care should also be taken in respect of props in the line of fire.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,ea70a058-31a3-4293-8113-a08b947c8fa6,Target Locations,2.1.4,When a course is constructed to include target locations other than immediately downrange~ organizers and officials must protect or restrict surrounding areas to which competitors~ officials or spectators have access. Each competitor must be permitted to solve the competitive problem in his own way and must not be hindered by being forced to act in any manner which might cause unsafe action. Targets must be arranged so that shooting at them as presented will not cause competitors to breach safe angles of fire.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,7cd224f7-e764-42c9-be3e-811d2e2311cf,Range Surface,2.1.5,Where possible~ the range surface must be prepared prior to the match~ and be kept moderately clear of debris during the match~ to provide reasonable safety for competitors and officials. Consideration should be given to the possibility of inclement weather and competitor actions. Match Officials may add gravel~ sand or other materials to a deteriorated range surface at any time~ and such range maintenance actions may not be appealed by competitors.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,9b84a6d0-c139-4f0e-90bb-8d451d507486,Obstacles,2.1.6,Natural or created obstacles in a course of fire should reasonably allow for variations in competitors' height and physical build and should be constructed to provide reasonable safety for all competitors~ Match Officials and spectators.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,9b4b49b5-cd34-4252-b311-6292b2c0b661,Common Firing Lines,2.1.7,Courses of fire where multiple competitors are required to fire simultaneously from a common firing line (e.g. Shoot-Off)~ must provide a minimum of 3 meters of free space between each competitor.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,e470a317-250a-4160-94df-51e5be6be492,Target Placement,2.1.8,Care must be taken with the physical placement of a paper target to prevent a "shoot through".,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,78fa5267-ae06-4839-8103-c7f50ce0a518,Berms,2.1.9,All berms are "off limits" to all persons at all times~ except when access to them is specifically permitted by a Range Officer (see Section 10.6).,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,687e8c44-58fd-42f9-a9dc-57fb9ee89bcd, (Handgun | PCC only),2.1.3,Whenever metal targets or metal hard cover are used in a course of fire~ precautions must be taken so that competitors and Match Officials maintain a minimum distance of 7 meters from them while they are being shot. Where possible~ this should be done with physical barriers. If Fault Lines are used to limit the approach to metal targets~ they must be placed at least 8 meters from the targets so that the competitor may inadvertently fault the line and still be outside the 7 meter minimum distance (see Rule 10.4.7). Care should also be taken in respect of metal props in the line of fire.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,a88e50c3-b458-4a77-b291-f4f174ba68a5, (Shotgun only),2.1.3,Whenever metal targets or metal hard cover are used in a course of fire~ minimum distances apply while they are being shot. Where possible~ this should be done with physical barriers. If Fault Lines are used to limit the approach to metal targets~ they must be placed further away so that the competitor may inadvertently fault the line and still be outside the minimum distance (see Rule 10.4.7). Care should also be taken in respect of metal props in the line of fire.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,bdca2b7f-5325-4efc-b79a-6fe92b9a11b1, (Shotgun only),2.1.10,Some types of slug ammunition have detachable wads and in buckshot cartridges the wads separate from the pellets. In view of this paper targets should either be "backed" (e.g. with plywood or another product of a suitable thickness)~ or placed at a greater distance. 10 meters is recommended in the case of buckshot~ to prevent such wads penetrating paper targets.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,de2b5a80-e594-4eb0-a680-a9d6764de818, (Shotgun only),2.1.11,A competitor must never be required to engage paper targets using birdshot ammunition.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,088760f3-56df-41c5-80b5-9aecf87b4244, (Shotgun only),2.1.12,Courses of fire must nominate a single permitted type of ammunition~ i.e. birdshot~ buckshot or slugs.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,1e6c57e8-5648-43d8-9b35-230ed3294f69, (Rifle only),2.1.3,Whenever metal targets or metal hard cover are used in a course of fire~ precautions must be taken so that competitors and Match Officials maintain a minimum distance of 50 meters from them while they are being shot. Where possible~ this should be done with physical barriers. If Fault Lines are used to limit the approach to metal targets~ they must be placed at least 51 meters from the targets so that the competitor may inadvertently fault the line and still be outside the 50 meter minimum distance (see Rule 10.4.7). Care should also be taken in respect of metal props in the line of fire.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,9744e6d6-269b-43da-8149-06aa9318f269, (MiniRifle only),2.1.3,Whenever metal targets or metal hard cover are used in a course of fire~ precautions must be taken so that competitors and Match Officials maintain a minimum distance of 5 meters from them while they are being shot. Where possible~ this should be done with physical barriers. If Fault Lines are used to limit the approach to metal targets~ they must be placed at least 6 meters from the targets so that the competitor may inadvertently fault the line and still be outside the 5 meter minimum distance (see Rule 10.4.7). Care should also be taken in respect of metal props in the line of fire.,32054e11-8a61-41dd-b95b-76ada0d1e236,00000000-0000-0000-0000-000000000000
RULE,1361e1d3-b901-4fb7-868f-7a6b1a747d40,Fault Lines,2.2.1,Competitor movement should preferably be restricted through the use of physical barriers. However~ the use of Fault Lines is permitted as follows:,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,5278d0be-b1c5-4d04-9841-7da589b3fd9f, (ActionAir only),2.2.2,Courses of fire may include the use of major obstacles to be surmounted by competitors. Obstacles used in this way must not exceed a height of 2 meters. Obstacles over 1 meter in height must be supplied with scaling aids to assist competitors and must be constructed to provide for the competitor�s safety in the following ways:,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,3f187981-98bb-4705-98c1-5043fe929d74,Barriers,2.2.3,Must be constructed in the following manner:,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,86e0cd1e-3e97-45a2-9bba-5719fb0ba2f5, (ActionAir | Handgun only),2.2.4,A tunnel that a competitor is required to enter or pass through must be constructed of suitable material and to any length. However~ sufficient ports must be provided to allow Match Officials to safely monitor competitor action. Tunnel mouth edges must be prepared to minimize the possibility of injury to competitors and Match Officials. Course Designers must clearly designate the entrance and exit portions of the tunnel as well as the parameters for shooting at any targets from within the tunnel (e.g. Fault Lines). Also see Rule 10.5.4.,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,be327782-cfd6-4a57-b24b-79bd1b1e017f, (ActionAir | Handgun only),2.2.5,Are tunnels comprised of braced uprights supporting loose overhead materials (e.g. wooden slats)~ which may fall off when inadvertently dislodged by competitors (see Rule 10.2.5). These tunnels may be constructed to any height~ but overhead materials must not be heavy enough to cause injury if they fall. Also see Rule 10.5.4.,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,452418d4-e072-47e1-81db-6ecd4341cd51,Stage Props,2.2.6,Where these items are intended to support a competitor in motion or while shooting targets~ they must be constructed with the safety of the competitor and Match Officials as a priority. Provisions must be made to allow Match Officials to safely monitor and control competitor action at all times. Props must be strong enough to withstand use by all competitors.,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,54f858a7-75c4-4ce1-b09c-908b678b4bb2,Windows and Ports,2.2.7,Must be placed at a height reachable by most competitors~ with a sturdy platform being available for use by others~ if requested~ without penalty.,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,979d9b74-624a-4595-a65b-77debf920122, (Handgun only),2.2.2,Courses of fire may include the use of major obstacles to be surmounted by competitors. Obstacles used in this way must not exceed a height of 2 meters. Obstacles over 1 meter in height must be supplied with scaling aids to assist competitors and must be constructed to provide for the competitor's safety in the following ways:,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,e2d66f0e-ac75-4ea7-a189-ea59604e505c, (Shotgun | Shotgun | Rifle | Rifle | MiniRifle | MiniRifle | PCCPCC only),2.2.2,Not applicable.,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,d9bb7eed-23fb-4e94-9ee7-caaf04c8824c, (Shotgun | Rifle | MiniRifle | PCC only),2.2.5,Are tunnels comprised of braced uprights supporting loose overhead materials (e.g. wooden slats)~ which may fall off when inadvertently dislodged by competitors (see Rule 10.2.5). These tunnels may be constructed to any height~ but overhead materials must not be heavy enough to cause injury if they fall.,24a23d5b-e5ed-4534-a4ee-58dc1ff9638b,00000000-0000-0000-0000-000000000000
RULE,1f5aba59-7819-4b6a-a29c-f18282362fbb,,2.3.1,Match Officials may~ for any reason~ modify the physical construction or stage procedure for a course of fire~ provided that such changes are approved in advance by the Range Master. Any such physical changes or additions to a published course of fire should be completed before the stage begins.,596b816e-3ef1-405e-a3f1-21b60f610b78,00000000-0000-0000-0000-000000000000
RULE,e4644ba3-277b-4238-a0a7-19a5401a4b77,,2.3.2,All competitors must be notified of any such changes as soon as possible. As a minimum~ they must be notified by the official in charge of the course of fire during the squad briefing.,596b816e-3ef1-405e-a3f1-21b60f610b78,00000000-0000-0000-0000-000000000000
RULE,c2f469a8-371c-41a1-9ae1-b6a1cc5a6ab6,,2.3.3,If the Range Master approves any such action after the match begins he must either:,596b816e-3ef1-405e-a3f1-21b60f610b78,00000000-0000-0000-0000-000000000000
RULE,79ea7427-15df-442b-93be-a764ba959343,,2.3.4,If the Range Master (in consultation with the Match Director) determines that the physical or procedural change results in a loss of competitive equity and it is impossible for all competitors to attempt the revised stage~ or if the stage has been rendered unsuitable or unworkable for any reason~ that stage and all associated competitor scores must be deleted from the match.,596b816e-3ef1-405e-a3f1-21b60f610b78,00000000-0000-0000-0000-000000000000
RULE,2444bdfe-719b-4ccf-8274-7f9300e22c20,,2.3.5,During inclement weather~ the Range Master may order that paper targets be fitted with transparent protective covers and/or overhead shelters~ and this order is not subject to appeal by competitors (see Rule 6.6.1). Such items must be applied and remain fitted to all affected targets for the same period of time~ until the order is rescinded by the Range Master.,596b816e-3ef1-405e-a3f1-21b60f610b78,00000000-0000-0000-0000-000000000000
RULE,830581d9-57fa-4dc8-a2ea-a2f877a0276a,,2.3.6,If the Range Master (in consultation with the Match Director) deems that climatic or other conditions have~ or are likely to~ seriously affect the safety and/or conduct of a match~ he may order that all shooting activities be suspended~ until he issues a "resume shooting" directive.,596b816e-3ef1-405e-a3f1-21b60f610b78,00000000-0000-0000-0000-000000000000
RULE,ed4f7f36-b819-4c36-bfae-0f3c300a1339,,2.4.1,The host organization is responsible for the construction and placement of a sufficient number of Safety Areas for the match. They should be conveniently placed and must be easily identified with signs.,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,81b9f6db-3b3f-47e5-af3a-bfc95d969b6b, (ActionAir only),2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired projectiles.,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,005e5e72-756a-4d18-be9a-92f99e925e8e,,2.4.3,Competitors are permitted to use Safety Areas unsupervised for the activities stated below provided they remain within the boundaries of the Safety Area and the firearm is pointed in a safe direction. Violations may be subject to disqualification (see Rule 10.5.1).,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,4e3432dc-5a90-4c6b-a71d-ea4519920858, (ActionAir only),2.4.4,Projectiles~ whether loose~ packaged or contained in magazines or speed loaders~ or anything containing propellant gas~ must not be handled in a Safety Area under any circumstances (see Rule 10.5.12).,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,e884737a-64aa-4f1d-a0d2-505880cfd89e, (Handgun | Shotgun | Rifle only),2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired rounds. Safety Areas at tournaments and long gun matches must include sufficient gun racks adjacent to~ but not in~ the Safety Area for secure muzzle-up storage of rifles and shotguns.,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,b055ba33-9af1-40df-bb05-df72a995ad9e, (Handgun | Shotgun only),2.4.4,Dummy ammunition and live rounds~ whether loose~ packaged or contained in magazines or speed loaders~ must not be handled in a Safety Area under any circumstances (see Rule 10.5.12).,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,aa8b8286-3ed8-4bb0-b49b-0ef66a89308f, (Rifle | MiniRifle | PCC only),2.4.4,Dummy ammunition and live rounds~ whether loose~ packaged or contained in magazines or speed loaders~,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,8e29a3ee-ba71-4457-992a-f1e9f22800d1, (MiniRifle only),2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired rounds. Safety Areas at long gun matches must include sufficient gun racks adjacent to~ but not in~ the Safety Area for secure muzzle-up storage of rifles.,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,455a3096-64f3-41d6-ae2e-523346077527, (PCC only),2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired rounds. Safety Areas at tournaments and long gun matches must include sufficient gun racks adjacent to~ but not in~ the Safety Area for secure muzzle-up storage of rifles~ pistol caliber carbines and shotguns.,e493e413-f0fb-4ad0-8f90-33cbde20537b,00000000-0000-0000-0000-000000000000
RULE,0b34c1d7-d0ed-41f4-acfc-5de59d96c05f,,2.5.1,When available at a match~ a test firing bay must be operated under the supervision and control of a Range Officer.,aa6f90ba-0e3b-48d4-aba0-c8b9bb79a314,00000000-0000-0000-0000-000000000000
RULE,c1674897-8f8c-441f-959f-119f27ba671e, (ActionAir only),2.5.2,Competitors may test the operation of their firearm and projectiles~ subject to all existing safety rules and any time limits or other restrictions imposed by a Range Officer.,aa6f90ba-0e3b-48d4-aba0-c8b9bb79a314,00000000-0000-0000-0000-000000000000
RULE,95bba720-60a9-4f3b-9f5d-e6240bda674d, (Handgun | Shotgun | Rifle | MiniRifle | PCC only),2.5.2,Competitors may test the operation of their firearm and ammunition~ subject to all existing safety rules and any time limits or other restrictions imposed by a Range Officer.,aa6f90ba-0e3b-48d4-aba0-c8b9bb79a314,00000000-0000-0000-0000-000000000000
