DISCIPLINE,cdb32d12-3aa3-48cf-8c61-35e79ed20813,PCC
CHAPTER,c86d2fe7-2dfb-4565-807d-0574efbfc37f,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,49e6de35-6d75-49fa-afd9-4c18e4f2172c,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,a79c0382-d014-4ba4-8f21-dea979f9e067,Course Information,3,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,9071bf64-3560-48d5-a8f6-ce0831e88afc,Range Equipment,4,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5e0cda95-8451-400b-99f0-5cd03979ce93,Competitor Equipment,5,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,59271ca0-0719-4d94-9252-28c5b053bacb,Match Structure,6,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,a60f3827-c3c8-4018-8059-e45221c0a1a5,Match Management,7,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5b702d6a-0ad4-4c45-8c35-8dde21080dd6,The Course of Fire,8,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5231d906-bc73-452c-a752-0a5a7f168391,Scoring,9,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,e436aa69-4e8b-4c95-996c-2b13d2f07730,Penalties and Disqualifications,10,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,904a9cb0-c18c-467d-9f25-e6e1c11239de,Arbitration and Interpretation of Rules,11,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5de1ba9c-0a14-4e2f-a308-b9ed1af4a54a,Miscellaneous Matters,12,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b2211e16-aca0-415d-a092-7568bc580770,Obstacles,2.1.6,Natural or created obstacles in a course of fire should reasonably allow for variations in competitors' height and physical build and should be constructed to provide reasonable safety for all competitors~ Match Officials and spectators.,cd458791-969b-495b-8b39-b8e1dcbbaa48,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,0e819e26-c35e-4ead-8db4-73e0a351a1b7,Common Firing Lines,2.1.7,Courses of fire where multiple competitors are required to fire simultaneously from a common firing line (e.g. Shoot-Off)~ must provide a minimum of 3 meters of free space between each competitor.,cd458791-969b-495b-8b39-b8e1dcbbaa48,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,174c105a-9f8a-4afb-93b9-ca94f08fdac3,Target Placement,2.1.8,Care must be taken with the physical placement of a paper target to prevent a "shoot through".,cd458791-969b-495b-8b39-b8e1dcbbaa48,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,6bfc3234-c951-4cfd-bd0b-2c8dafde35ff,Berms,2.1.9,All berms are "off limits" to all persons at all times~ except when access to them is specifically permitted by a Range Officer (see Section 10.6).,cd458791-969b-495b-8b39-b8e1dcbbaa48,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,cacc843b-3dff-48f8-a871-be3f7ad69c0a,Fault Lines,2.2.1,Competitor movement should preferably be restricted through the use of physical barriers. However~ the use of Fault Lines is permitted as follows:,0d5e0ef3-8e88-4ec2-9ece-ff5ebc7661f6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,4ea27caa-2f85-4d21-ac63-d2d2d0dcd0dc,,2.2.2,Not applicable.,0d5e0ef3-8e88-4ec2-9ece-ff5ebc7661f6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,c1e7d374-4a35-4c12-89b7-25d8b44246ce,Barriers,2.2.3,Must be constructed in the following manner:,0d5e0ef3-8e88-4ec2-9ece-ff5ebc7661f6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,7e0de42f-a9aa-4f19-a9f1-f189df98f9c2,,2.2.4,Not applicable.,0d5e0ef3-8e88-4ec2-9ece-ff5ebc7661f6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,ac3f109c-db0d-45bc-a4de-3e362970a522,Cooper Tunnels,2.2.5,Are tunnels comprised of braced uprights supporting loose overhead materials (e.g. wooden slats)~ which may fall off when inadvertently dislodged by competitors (see Rule 10.2.5). These tunnels may be constructed to any height~ but overhead materials must not be heavy enough to cause injury if they fall.,0d5e0ef3-8e88-4ec2-9ece-ff5ebc7661f6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,484a1d91-c1d8-4ee9-af13-97e8fddb910e,Stage Props,2.2.6,Where these items are intended to support a competitor in motion or while shooting targets~ they must be constructed with the safety of the competitor and Match Officials as a priority. Provisions must be made to allow Match Officials to safely monitor and control competitor action at all times. Props must be strong enough to withstand use by all competitors.,0d5e0ef3-8e88-4ec2-9ece-ff5ebc7661f6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,4f15d1a3-e3fd-4800-8e7b-8300d5ff9f09,Windows and Ports,2.2.7,Must be placed at a height reachable by most competitors~ with a sturdy platform being available for use by others~ if requested~ without penalty.,0d5e0ef3-8e88-4ec2-9ece-ff5ebc7661f6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,fba6a261-489c-4c63-a9b3-fb6d1c896a63,,2.3.1,Match Officials may~ for any reason~ modify the physical construction or stage procedure for a course of fire~ provided that such changes are approved in advance by the Range Master. Any such physical changes or additions to a published course of fire should be completed before the stage begins.,e5b2d7cc-3d69-43ba-8ef2-b72249368a60,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,85054bcb-7c94-41bd-895c-cc82d927c687,,2.3.2,All competitors must be notified of any such changes as soon as possible. As a minimum~ they must be notified by the official in charge of the course of fire during the squad briefing.,e5b2d7cc-3d69-43ba-8ef2-b72249368a60,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,31908453-2d24-4e63-ab21-c669caba1c39,,2.3.3,If the Range Master approves any such action after the match begins he must either:,e5b2d7cc-3d69-43ba-8ef2-b72249368a60,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,ce5fe18f-dae2-4b9d-847a-f5d8b6ba0244,,2.3.4,If the Range Master (in consultation with the Match Director) determines that the physical or procedural change results in a loss of competitive equity and it is impossible for all competitors to attempt the revised stage~ or if the stage has been rendered unsuitable or unworkable for any reason~ that stage and all associated competitor scores must be deleted from the match.,e5b2d7cc-3d69-43ba-8ef2-b72249368a60,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,58e7e4b4-98e6-4438-8efe-522217c6acfc,,2.3.5,During inclement weather~ the Range Master may order that paper targets be fitted with transparent protective covers and/or overhead shelters~ and this order is not subject to appeal by competitors (see Rule 6.6.1). Such items must be applied and remain fitted to all affected targets for the same period of time~ until the order is rescinded by the Range Master.,e5b2d7cc-3d69-43ba-8ef2-b72249368a60,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,6ea485dd-035e-4356-9cd6-3c95fe626a69,,2.3.6,If the Range Master (in consultation with the Match Director) deems that climatic or other conditions have~ or are likely to~ seriously affect the safety and/or conduct of a match~ he may order that all shooting activities be suspended~ until he issues a "resume shooting" directive.,e5b2d7cc-3d69-43ba-8ef2-b72249368a60,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,86390fc2-fe1e-4a61-98a7-279ebd4e1f3b,,2.4.1,The host organization is responsible for the construction and placement of a sufficient number of Safety Areas for the match. They should be conveniently placed and must be easily identified with signs.,4218b42c-583a-4017-b5ea-4f3824b328f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,c1e7e0d5-9b88-4e12-928f-c169b8d73466,,2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired rounds. Safety Areas at tournaments and long gun matches must include sufficient gun racks adjacent to~ but not in~ the Safety Area for secure muzzle-up storage of rifles~ pistol caliber carbines and shotguns.,4218b42c-583a-4017-b5ea-4f3824b328f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,1083e022-1e6f-416a-a13e-55ecb00e7c7a,,2.4.3,Competitors are permitted to use Safety Areas unsupervised for the activities stated below provided they remain within the boundaries of the Safety Area and the firearm is pointed in a safe direction. Violations may be subject to disqualification (see Rule 10.5.1).,4218b42c-583a-4017-b5ea-4f3824b328f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a333f8f6-8234-4867-a18f-4042f1e9ff8c,,2.4.4,Dummy ammunition and live rounds~ whether loose~ packaged or contained in magazines or speed loaders~,4218b42c-583a-4017-b5ea-4f3824b328f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f572c6f6-e3d7-4573-aedd-2a8b4e23587b,,2.5.1,When available at a match~ a test firing bay must be operated under the supervision and control of a Range Officer.,cffb637f-8bf9-41ba-adfb-d33a187e9fb6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,156bfe1c-2c37-49a0-aeeb-0593aa875a92,,2.5.2,Competitors may test the operation of their firearm and ammunition~ subject to all existing safety rules and any time limits or other restrictions imposed by a Range Officer.,cffb637f-8bf9-41ba-adfb-d33a187e9fb6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,9c0641c7-28cc-4c16-9a13-8145cf06026f,,2.5.3,At Level III or higher tournaments and long gun matches~ approved IPSC paper and metal targets (where possible~ electronically indicating or self-resetting)~ should be available for use by competitors to aid in the sighting-in of their firearms~ in accordance with the guidelines shown in Appendix C3.,cffb637f-8bf9-41ba-adfb-d33a187e9fb6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,7888daf9-3a64-4517-8a67-a1c0ebc079ee,,2.6.1,Vendors (i.e. individuals~ corporations and other entities displaying or selling merchandise at an IPSC match) are solely responsible for the safe handling and security of their products and other items in their care~ and ensuring they are displayed in a condition that will not endanger any person. Assembled firearms must be deactivated prior to being displayed.,1f3d1825-4800-4904-a8dd-a1a43686ad3b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,54b5c785-b0d4-40c2-83e3-27e69ace616d,,2.6.2,The Range Master (in consultation with the Match Director) must clearly delineate the vendor area~ and he may issue "Acceptable Practice Guidelines" to all vendors~ who are responsible for their implementation in respect of their own merchandise.,1f3d1825-4800-4904-a8dd-a1a43686ad3b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,0a1f2e58-2f63-40c5-91d0-f5b8bcc3d0bf,,2.6.3,Competitors may handle unloaded vendor's firearms while remaining wholly within the vendor areas~ provided reasonable care is taken to ensure that the muzzle is not pointed at any person while being handled.,1f3d1825-4800-4904-a8dd-a1a43686ad3b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,67bd1453-9a74-4f03-acb6-21d96faa9124,,2.7.1,A sufficient number of hygiene areas~ with hand cleansing supplies and facilities~ should be provided adjacent to lavatories and near the entrance to food service areas.,efa7c20e-d746-48a3-bc9d-1adef53e8a1c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a77ce1a1-7d6b-43ce-ba65-77086a382862,Published Courses of Fire,3.1.1,Registered competitors and/or their Regional Directors must be provided with the same course of fire information~ within the same notice period~ in advance of the match. The information may be provided by physical or electronic means~ or by reference to a website (also see Section 2.3).,635c8886-374e-4749-828a-aa7404d3bf14,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,48797e53-8c5f-47d9-8497-33fa191add1f,,3.1.2,Non-Published Courses of Fire � Same as Rule 3.1.1 except that the details for the course of fire are not published beforehand. The course of fire instructions are provided in the written stage briefing.,635c8886-374e-4749-828a-aa7404d3bf14,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,bcdeb8f1-21d3-4708-ace7-591851cd9724,,3.2.1,A written stage briefing consistent with these rules and approved by the Range Master must be posted at each course of fire prior to commencement of the match. This briefing will take precedence over any course of fire information published or otherwise communicated to competitors in advance of the match~ and it must provide the following minimum information:,db6d73ea-a640-41d6-95f0-0299aa3e1b18,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,dbbb9fc6-c24f-4642-a94a-b43594a34af5,,3.2.2,The Range Officer in charge of a course of fire must read out the written stage briefing verbatim to each squad. The Range Officer must visually demonstrate the acceptable Start Position (either by use of a picture or physically) at all match levels.,db6d73ea-a640-41d6-95f0-0299aa3e1b18,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,7f44ac8f-d3c8-442f-a90d-bc6644b38559,,3.2.3,The Range Master may modify a written stage briefing at any time for reasons of clarity~ consistency or safety (see Section 2.3).,db6d73ea-a640-41d6-95f0-0299aa3e1b18,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d2dcaac2-1866-4be3-90b5-b802def3c2cb,,3.2.4,After the written stage briefing has been read to competitors~ and questions arising therefrom have been answered~ competitors should be permitted to conduct an orderly inspection ("walkthrough") of the course of fire. The duration of time for the inspection must be stipulated by the Range Officer~ and it should be the same for all competitors. If the course of fire includes moving targets or similar items~ these should be demonstrated to all competitors for the same duration and frequency.,db6d73ea-a640-41d6-95f0-0299aa3e1b18,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,e5a2e78a-b994-4b4d-b17b-501f0f507ad3,,3.3.1,IPSC matches are governed by the rules applicable to the discipline. Host organizations may not enforce local rules except to comply with legislation or legal precedent in the applicable jurisdiction. Any voluntarily adopted rules that are not in compliance with these rules must not be applied to IPSC matches without the express consent of the Regional Director and the IPSC Executive Council.,37eff340-a4c2-4816-9e13-ab3146790042,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,5417219e-8f16-404c-af9f-107119db6677,,4.1.1,Only targets approved by the IPSC Assembly and which fully comply with the specifications in Appendices B and C~ and frangible targets (see Rule 4.4.1)~ are to be used for IPSC Pistol Caliber Carbine matches.,93f81e22-f49b-414a-9bc4-d263d149b29e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,1abe0def-5e79-4747-b779-91067e9e54f4,,4.1.2,Scoring targets used in all IPSC matches must be of a single color~ as follows:,93f81e22-f49b-414a-9bc4-d263d149b29e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,3ff1765f-db6f-4be0-b21f-8fd058d6c1f1,,4.1.3,No-shoots must be clearly marked with a conspicuous "X" or be of a single~ unique color different from scoring targets throughout a match or tournament. Paper and metal no-shoots may be of different colors in a match or tournament provided that the chosen color is consistent for all no-shoots of the same material (i.e. if metal no-shoots are yellow~ they must all be yellow and if paper no-shoots are white~ they must all be white in a match or tournament).,93f81e22-f49b-414a-9bc4-d263d149b29e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,1e87d573-01d4-4a07-b38b-c6f62f49dd7f,,4.1.4,Targets used in a course of fire may be partially or wholly hidden through the use of hard or soft cover~ as follows:,93f81e22-f49b-414a-9bc4-d263d149b29e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,30a79f2c-1f60-4436-bd8c-24efda824929,,4.1.5,Declaring a single~ intact target to represent two or more targets by use of tape~ paint or any other means and/or attaching a Mini Target to a full size target is prohibited.,93f81e22-f49b-414a-9bc4-d263d149b29e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,3a388c6a-9ba1-42d0-8fbe-4b3e8d3073a7,,4.1.6,Only IPSC targets~ and mechanically or electrically operated devices~ can be used to activate moving targets.,93f81e22-f49b-414a-9bc4-d263d149b29e,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,ac542d5e-6bb6-4014-806a-70a4e93b1978,,4.2.1,There are three paper targets approved for use in IPSC Pistol Caliber Carbine matches (see Appendix B).,78408ba9-86ad-49fa-bf1a-5498fe29a1fb,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,96f0ebd4-b719-4909-857c-e5e67c93b46c,,4.2.2,Paper targets must have scoring lines and 0.5 cm (Mini Targets 0.3 cm) non-scoring borders clearly marked on the front of the target. However~ scoring lines and non-scoring borders should not be visible beyond a distance of 10 meters. The scoring zones reward power in IPSC matches.,78408ba9-86ad-49fa-bf1a-5498fe29a1fb,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,0668423a-d3b1-4fc0-98be-5ffb098fc3c3,,4.2.3,When the scoring area of a paper target is to be partially hidden~ Course Designers must simulate hard cover in one of the following ways:,78408ba9-86ad-49fa-bf1a-5498fe29a1fb,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,e4eec8a0-98c2-481d-972d-fbd60daf6abb,,4.2.4,Hard cover (and overlapping no-shoots) must not completely hide the A zone on a partially hidden paper target.,78408ba9-86ad-49fa-bf1a-5498fe29a1fb,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b36fb35e-7494-44e0-a5cf-ec59e14e0de7,,4.3.1,General Rules,218cd54d-2f80-4bbf-a6dc-94a940380ab7,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,c108341a-2cba-4555-b292-396bdba9ae83,,4.3.2,IPSC Poppers,218cd54d-2f80-4bbf-a6dc-94a940380ab7,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,0651ce4d-6cac-4252-a57c-9204bedb6360,,4.3.3,IPSC Plates,218cd54d-2f80-4bbf-a6dc-94a940380ab7,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,81e26563-0947-435a-8b38-900d0ace1984,,4.3.4,No-Shoots,218cd54d-2f80-4bbf-a6dc-94a940380ab7,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,68039db3-620b-4057-8828-49664fbe7e4e,,4.4.1,Frangible targets~ such as tiles~ may be used as scoring targets~ but not as no-shoots~ in IPSC Pistol Caliber Carbine matches. Clay pigeons are not authorized targets for IPSC Pistol Caliber Carbine matches.,322ed4c6-bfd1-4e5a-9b5c-32215d6e2570,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,2916f19f-2746-4114-a417-dac79e0e047e,,4.4.2,Synthetic targets (e.g. "self-sealing" targets etc.)~ sometimes used by indoor ranges~ must not be used at Level III or higher matches. However~ subject to the prior written approval of a Regional Director~ synthetic targets may be used at Level I and II matches held within his Region.,322ed4c6-bfd1-4e5a-9b5c-32215d6e2570,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,7b6af654-03ef-4f53-97e0-80814058e1b6,,4.5.1,The competitor must not interfere with the range surface~ natural foliage~ constructions~ props or other range equipment (including targets~ target stands and target activators) at any time. Violations may incur one procedural penalty per occurrence at the discretion of the Range Officer.,ae51fa90-09c5-4e59-8b5e-67107aa65aa3,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a2f78c12-b07d-4798-bd66-cd9f72447dfe,,4.5.2,The competitor may request that Match Officials take corrective actions to ensure consistency in respect of the range surface~ the presentation of targets and/or any other matter. The Range Master will have final authority concerning all such requests.,ae51fa90-09c5-4e59-8b5e-67107aa65aa3,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,fea1f2e7-afae-404c-9a88-94fc5bb4b93d,,4.6.1,Range equipment must present the challenge fairly and equitably to all competitors. Range equipment failure includes~ but is not limited to~ the displacement of paper targets~ the premature activation of metal or moving targets~ the malfunction of mechanically or electrically operated equipment~ and the failure of props such as openings~ ports~ and barriers.,36a6479d-d0a4-4bbe-b033-33dc2e99516c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,bd73603e-1d02-47ae-827d-2028c0c9f9e4,,4.6.2,A competitor who is unable to complete a course of fire due to range equipment failure~ or if a metal or moving target was not reset prior to his attempt at a course of fire~ must be required to reshoot the course of fire after corrective actions have been taken.,36a6479d-d0a4-4bbe-b033-33dc2e99516c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,1dec5f9f-9066-409d-938f-6d7e290658b3,,4.6.3,Chronic malfunction of equipment in a course of fire may result in the removal of that stage from the match results (see Rule 2.3.4).,36a6479d-d0a4-4bbe-b033-33dc2e99516c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a3bbb0bf-5b73-49f6-a5ae-584a7b9c3013,,5.1.1,Firearms are regulated by Divisions (see Appendix D)~ but courses of fire must remain consistent for all Divisions.,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,52389f15-3025-485a-8a38-0aa91a11ec9c,,5.1.2,The minimum cartridge case dimension to be used in Pistol Caliber Carbine matches is 9x19 mm. The minimum bullet diameter is 9 mm (.354 inches).,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d885e3e2-53bc-42f6-bca2-1d355950c51c,,5.1.3,Sights,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,5b9dfb1d-9308-482a-b78f-9869b2842da2,,5.1.4,Unless required by a Division (see Appendix D)~ there is no restriction on the trigger pull weight of a firearm~ but the trigger mechanism must~ at all times~ function safely.,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,48225668-7682-4e12-a847-c56136b3def3,,5.1.5,Triggers and/or trigger shoes that extend beyond the width of the trigger guard are expressly prohibited. However~ firearms fitted with "winter triggers/guards" may be used in this mode~ provided that this fitting was designed~ manufactured and provided as part of the firearm and only when the particular climate or weather conditions dictate their use.,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,66366b91-0c95-4998-a7c0-ef2f59610211,,5.1.6,Firearms must be serviceable and safe. Range Officers may demand examination of a competitor�s firearm or allied equipment~ at any time~ to check they are functioning safely. If any such item is declared unserviceable or unsafe by a Range Officer~ it must be withdrawn from the match until the item is repaired to the satisfaction of the Range Master (also see Rule 5.7.5).,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b27a69d1-7f84-4ed5-86ef-ae29b35587ef,,5.1.7,Competitors must use the same firearm and type of sights for all courses of fire in a match. However~ in the event that a competitor�s original firearm and/or sights become unserviceable or unsafe during a match~ the competitor must~ before using a substitute firearm and/or sights~ seek permission from the Range Master who may approve the substitution provided he is satisfied:,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,7744c53b-33fb-4e2d-85b2-aa4214fd22a2,,5.1.8,A competitor who substitutes or significantly modifies a firearm and/or sights during a match without the prior approval of the Range Master will be subject to the provisions of Rule 10.6.1.,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,48ef8732-21f6-4e20-b7b9-f58f07be6f86,,5.1.9,A competitor must never use or wear on his person more than one firearm during a course of fire (see Rule 10.5.7).,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,891f1839-a3e1-4ddc-bba2-489ceb0e2c0c,,5.1.10,The firearm must be fitted with a stock enabling it to be fired from the shoulder (see Rule 10.5.15).,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,86edb200-159a-4320-847c-1fac8a7bab3b,,5.1.11,Firearms offering only "burst" and/or fully automatic operation (i.e. whereby more than one round can be discharged on a single pull or activation of the trigger) are prohibited (see Rule 10.5.15).,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,51c3510b-cba5-4731-879a-55ac673fcd9f,,5.1.12,Combination guns offering an additional barrel~ or barrels~ that is not a conventional pistol caliber carbine barrel (e.g. a pistol caliber carbine and shotgun combination)~ are prohibited.,867a213d-50f5-4cb8-883c-3cbed8d424f2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,454a3cb9-c065-4ef8-8e19-4b3f2283b32a,Carry and Storage,5.2.1,Except when within the boundaries of a Safety Area~ or when under the supervision and direct command of a Range Officer~ long guns must be unloaded and held~ shouldered or slung (or placed in a rack)~ with the muzzle pointed skywards. Long guns placed in a slip or case are not required to be pointed skywards. Failure to comply may be subject to the provisions of Rule 10.5.1. The action may be open or closed~ but a chamber safety flag must be fitted at all times when the firearm is not in use. Detachable magazines must be removed. Violations will incur a warning for the first occurrence~ but will be subject to Rule 10.5.1 for subsequent occurrences in the same match.,2f4a08e5-1622-438d-bd88-a9ad8e25f766,cdb32d12-3aa3-48cf-8c61-35e79ed20813
