DISCIPLINE,9a343f59-e142-4d31-b0d2-c6be6925a106,ActionAir
CHAPTER,8563f3dd-787b-42e6-ae77-e3ee2dbd93ef,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,02ef8e05-c41b-4012-b579-713b87e198ba,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,8af0bcd7-f99e-4856-9e50-f3ec7ec296ed,Course Information,3,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,91e69ce1-bc0d-49be-8f26-48fbe81a584e,Range Equipment,4,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,687755c6-7542-4ec3-9cec-273f1e645f1d,Competitor Equipment,5,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,0c9fe70a-275c-415d-abdb-bc4ff0a81096,Match Structure,6,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,38c96a8a-89bf-453d-8cca-a12fc28c11d2,Match Management,7,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,feb1fc5f-e176-4be6-8280-183cb3752e62,The Course of Fire,8,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,88db1f00-ca62-4449-89d4-bf2f291cdc34,Scoring,9,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,5cdb76ee-e7cb-4667-addf-71f34186a872,Penalties and Disqualifications,10,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,fe536705-5d38-4e99-b75e-f5e9638efb5d,Arbitration and Interpretation of Rules,11,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,01b3528a-7163-4745-ab14-654f99b672a7,Miscellaneous Matters,12,,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,784d9eb8-68fe-474b-b0eb-ca4332673f91,Berms,2.1.9,All berms are "off limits" to all persons at all times~ except when access to them is specifically permitted by a Range Officer (see Section 10.6).,f4109607-cc06-405a-815d-3414f5ac3ee7,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,7677f656-8b6f-446b-b002-27937b4e59ea,Fault Lines,2.2.1,Competitor movement should preferably be restricted through the use of physical barriers. However~ the use of Fault Lines is permitted as follows:,46d2677c-5a1f-4011-aa11-cfc3ae1a4d07,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,06fca3ed-1836-46de-b66b-286dad57828a,Obstacles,2.2.2,Courses of fire may include the use of major obstacles to be surmounted by competitors. Obstacles used in this way must not exceed a height of 2 meters. Obstacles over 1 meter in height must be supplied with scaling aids to assist competitors and must be constructed to provide for the competitor�s safety in the following ways:,46d2677c-5a1f-4011-aa11-cfc3ae1a4d07,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,2cda4cd6-ddd8-4cdf-9cc8-feaaab23d4bf,Barriers,2.2.3,Must be constructed in the following manner:,46d2677c-5a1f-4011-aa11-cfc3ae1a4d07,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,a62c2b49-352d-4cb0-8ddd-e646cf893093,Tunnels,2.2.4,A tunnel that a competitor is required to enter or pass through must be constructed of suitable material and to any length. However~ sufficient ports must be provided to allow Match Officials to safely monitor competitor action. Tunnel mouth edges must be prepared to minimize the possibility of injury to competitors and Match Officials. Course Designers must clearly designate the entrance and exit portions of the tunnel as well as the parameters for shooting at any targets from within the tunnel (e.g. Fault Lines). Also see Rule 10.5.4.,46d2677c-5a1f-4011-aa11-cfc3ae1a4d07,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0b2c169b-73ab-4450-b372-b71cbad66d8e,Cooper Tunnels,2.2.5,Are tunnels comprised of braced uprights supporting loose overhead materials (e.g. wooden slats)~ which may fall off when inadvertently dislodged by competitors (see Rule 10.2.5). These tunnels may be constructed to any height~ but overhead materials must not be heavy enough to cause injury if they fall. Also see Rule 10.5.4.,46d2677c-5a1f-4011-aa11-cfc3ae1a4d07,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,63577439-5ceb-48e0-9555-f24c0852001f,Stage Props,2.2.6,Where these items are intended to support a competitor in motion or while shooting targets~ they must be constructed with the safety of the competitor and Match Officials as a priority. Provisions must be made to allow Match Officials to safely monitor and control competitor action at all times. Props must be strong enough to withstand use by all competitors.,46d2677c-5a1f-4011-aa11-cfc3ae1a4d07,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,276c0321-1d9b-4ea8-bc77-fea06b11652b,Windows and Ports,2.2.7,Must be placed at a height reachable by most competitors~ with a sturdy platform being available for use by others~ if requested~ without penalty.,46d2677c-5a1f-4011-aa11-cfc3ae1a4d07,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,8bdbd2fe-b219-4681-b021-eed182712b6a,,2.3.1,Match Officials may~ for any reason~ modify the physical construction or stage procedure for a course of fire~ provided that such changes are approved in advance by the Range Master. Any such physical changes or additions to a published course of fire should be completed before the stage begins.,4c566f89-c862-4916-87f8-c310b3064052,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,420e5f33-c19e-4ce1-b10b-8570e7b91024,,2.3.2,All competitors must be notified of any such changes as soon as possible. As a minimum~ they must be notified by the official in charge of the course of fire during the squad briefing.,4c566f89-c862-4916-87f8-c310b3064052,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,cde70479-82f5-4464-8ba8-0700e06a2a73,,2.3.3,If the Range Master approves any such action after the match begins he must either:,4c566f89-c862-4916-87f8-c310b3064052,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,84d0697b-c6d8-4594-8356-84c384b71f3e,,2.3.4,If the Range Master (in consultation with the Match Director) determines that the physical or procedural change results in a loss of competitive equity and it is impossible for all competitors to attempt the revised stage~ or if the stage has been rendered unsuitable or unworkable for any reason~ that stage and all associated competitor scores must be deleted from the match.,4c566f89-c862-4916-87f8-c310b3064052,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,c41c84e0-6a37-4293-b33b-4e1ffffd2859,,2.3.5,During inclement weather~ the Range Master may order that paper targets be fitted with transparent protective covers and/or overhead shelters~ and this order is not subject to appeal by competitors (see Rule 6.6.1). Such items must be applied and remain fitted to all affected targets for the same period of time~ until the order is rescinded by the Range Master.,4c566f89-c862-4916-87f8-c310b3064052,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,cbc60929-cd85-4fe4-98e3-d14446ebfe90,,2.3.6,If the Range Master (in consultation with the Match Director) deems that climatic or other conditions have~ or are likely to~ seriously affect the safety and/or conduct of a match~ he may order that all shooting activities be suspended~ until he issues a "resume shooting" directive.,4c566f89-c862-4916-87f8-c310b3064052,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,907c1485-2cc0-48b1-a96e-526464066224,,2.4.1,The host organization is responsible for the construction and placement of a sufficient number of Safety Areas for the match. They should be conveniently placed and must be easily identified with signs.,70817018-7a3d-434f-80f0-85be10237280,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,04ab52b1-f8d1-479a-8972-71b2654b8af1,,2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired projectiles.,70817018-7a3d-434f-80f0-85be10237280,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,58b456af-85b0-4e73-bece-9fa54bf899d1,,2.4.3,Competitors are permitted to use Safety Areas unsupervised for the activities stated below provided they remain within the boundaries of the Safety Area and the firearm is pointed in a safe direction. Violations may be subject to disqualification (see Rule 10.5.1).,70817018-7a3d-434f-80f0-85be10237280,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,95587620-2ebc-477e-a455-c1f92baa0a87,,2.4.4,Projectiles~ whether loose~ packaged or contained in magazines or speed loaders~ or anything containing propellant gas~ must not be handled in a Safety Area under any circumstances (see Rule 10.5.12).,70817018-7a3d-434f-80f0-85be10237280,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,23808007-bcd0-471c-8b61-d4548f06fe39,,2.5.1,When available at a match~ a test firing bay must be operated under the supervision and control of a Range Officer.,74074498-174e-4be2-a8da-882e830634f7,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,43e76a60-df09-4827-9414-e1c7d5ad8286,,2.5.2,Competitors may test the operation of their firearm and projectiles~ subject to all existing safety rules and any time limits or other restrictions imposed by a Range Officer.,74074498-174e-4be2-a8da-882e830634f7,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,12368544-1764-47ea-ad8e-10b457307f17,,2.6.1,Vendors (i.e. individuals~ corporations and other entities displaying or selling merchandise at an IPSC match) are solely responsible for the safe handling and security of their products and other items in their care~ and ensuring they are displayed in a condition that will not endanger any person. Assembled firearms and their magazines must be totally devoid of projectiles.,f4711029-a121-4c1b-be9f-a1cf8a08ada2,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,af07d6fe-4bb8-4e81-9539-cef7f09fb50d,,2.6.2,The Range Master (in consultation with the Match Director) must clearly delineate the vendor area~ and he may issue "Acceptable Practice Guidelines" to all vendors~ who are responsible for their implementation in respect of their own merchandise.,f4711029-a121-4c1b-be9f-a1cf8a08ada2,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,bf8211c2-36a4-47e8-bbd6-3697307c6cee,,2.6.3,Competitors may handle unloaded vendor's firearms while remaining wholly within the vendor areas~ provided reasonable care is taken to ensure that the muzzle is not pointed at any person while being handled.,f4711029-a121-4c1b-be9f-a1cf8a08ada2,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,32fff78d-0912-4f31-b5b0-b0a566794fc6,,2.6.4,Competitors must not draw or re-holster their firearms in the vendor area (see Rule 10.5.1). Competitors seeking gunsmithing services for their firearms must firstly place them in a gun bag or gun case~ in a designated Safety Area~ before passing them to a vendor in the vendor area.,f4711029-a121-4c1b-be9f-a1cf8a08ada2,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,59cb36cf-cdf9-4f18-bcb7-5697d2fec9c4,,2.7.1,A sufficient number of hygiene areas~ with hand cleansing supplies and facilities~ should be provided adjacent to lavatories and near the entrance to food service areas.,a5ff079e-b203-4cc4-8e0b-aee92219f4d8,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,a92c9436-b7db-4560-8f7a-02b2b1049090,,2.8.1,A sufficient number of well ventilated Magazine Charging Areas should be provided for competitors to insert propellant gas into~ and release it from~ their magazines. They should include a table with the boundaries of the Magazine Charging Area clearly shown.,162ed8dc-cedf-4763-948a-91d335210ee5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,335a7a27-d391-4e2b-baf5-71001d9eb3ae,Published Courses of Fire,3.1.1,Registered competitors and/or their Regional Directors must be provided with the same course of fire information~ within the same notice period~ in advance of the match. The information may be provided by physical or electronic means~ or by reference to a website (also see Section 2.3).,ba0ece08-d189-4f70-bd75-8be363c63986,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,a8ad399b-132a-4ecc-b390-0b0f676437af,,3.1.2,Non-Published Courses of Fire � Same as Rule 3.1.1 except that the details for the course of fire are not published beforehand. The course of fire instructions are provided in the written stage briefing.,ba0ece08-d189-4f70-bd75-8be363c63986,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,deafa0c0-51f2-4374-bfef-44a2167a29d8,,3.2.1,A written stage briefing consistent with these rules and approved by the Range Master must be posted at each course of fire prior to commencement of the match. This briefing will take precedence over any course of fire information published or otherwise communicated to competitors in advance of the match~ and it must provide the following minimum information: <br><br>- Targets (type & number); <br><br>- Number of projectiles to be scored; <br><br>- The handgun ready condition; <br><br>- Start position; <br><br>- Time starts: audible or visual signal; <br><br>- Time stops: last shot and/or Stop Plate; <br><br>- Location of Stop Plate (if used); <br><br>- Procedure.,5149c9a0-0abc-4eb9-8493-5bf60c16b772,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,18058c93-38e8-4906-941e-a239fa8415cc,,3.2.2,The Range Officer in charge of a course of fire must read out the written stage briefing verbatim to each squad. The Range Officer must visually demonstrate the acceptable Start Position (either by use of a picture or physically) at all match levels.,5149c9a0-0abc-4eb9-8493-5bf60c16b772,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,293c9b95-757f-427a-903b-56a9c33182e2,,3.2.3,The Range Master may modify a written stage briefing at any time for reasons of clarity~ consistency or safety (see Section 2.3).,5149c9a0-0abc-4eb9-8493-5bf60c16b772,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,04187b00-5e46-4269-96fa-2a83ecd2085e,,3.2.4,After the written stage briefing has been read to competitors~ and questions arising therefrom have been answered~ competitors should be permitted to conduct an orderly inspection ("walkthrough") of the course of fire. The duration of time for the inspection must be stipulated by the Range Officer~ and it should be the same for all competitors. If the course of fire includes moving targets or similar items~ these should be demonstrated to all competitors for the same duration and frequency.,5149c9a0-0abc-4eb9-8493-5bf60c16b772,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,7be7a0a8-cf1f-48e8-bf7c-a61478c108e9,,3.3.1,IPSC matches are governed by the rules applicable to the discipline. Host organizations may not enforce local rules except to comply with legislation or legal precedent in the applicable jurisdiction. Any voluntarily adopted rules that are not in compliance with these rules must not be applied to IPSC matches without the express consent of the Regional Director and the IPSC Executive Council.,22779fff-ea7f-423a-9824-00f21d300a4d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,40ae3323-bd50-47a6-b9d3-9624e4f65cae,,4.1.1,Only targets approved by the IPSC Assembly and which fully comply with the specifications in Appendices B and C are to be used for IPSC Action Air matches.,a3e2fa35-ccec-46d2-b501-2f55cd230c3a,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0db94532-ca23-4c91-b683-531bb632aa81,,4.1.2,Scoring targets used in all IPSC matches must be of a single color~ as follows:,a3e2fa35-ccec-46d2-b501-2f55cd230c3a,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,1f39db8e-efc9-4c93-b3fa-ca36f06970be,,4.1.3,No-shoots must be clearly marked with a conspicuous "X" or be of a single~ unique color different from scoring targets throughout a match. Paper and rigid no-shoots may be of different colors in a match provided that the chosen color is consistent for all no-shoots of the same material (i.e. if rigid no-shoots are yellow~ they must all be yellow and if paper no-shoots are white~ they must all be white in a match).,a3e2fa35-ccec-46d2-b501-2f55cd230c3a,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,19eddefe-3788-4f42-b7bb-230e996b1281,,4.1.4,Targets used in a course of fire may be partially or wholly hidden through the use of hard or soft cover~ as follows:,a3e2fa35-ccec-46d2-b501-2f55cd230c3a,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,7c98289c-6756-4c57-a6df-8e402f3bf3ed,,4.1.5,Declaring a single~ intact target to represent two or more targets by use of tape~ paint or any other means is prohibited.,a3e2fa35-ccec-46d2-b501-2f55cd230c3a,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,f3cb8623-dbed-43ec-bef8-1427566a78c0,,4.1.6,Only IPSC targets~ and mechanically or electrically operated devices~ can be used to activate moving targets.,a3e2fa35-ccec-46d2-b501-2f55cd230c3a,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,4b87d60e-13ab-4d21-90b4-fab4ae2add03,,4.2.1,There is only one paper target approved for use in IPSC Action Air matches (see Appendix B).,631d5836-073a-45ce-a257-6cf418240c79,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,89264113-7dca-48e2-8be3-5cf1b2ee18e4,,4.2.2,Paper targets must have scoring lines and 0.3 cm non-scoring borders clearly marked on the front of the target. However~ scoring lines and non-scoring borders should not be visible beyond a distance of 10 meters.,631d5836-073a-45ce-a257-6cf418240c79,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,dc971fc6-e59b-4d2d-8839-4eefc7b76eba,,4.2.3,When the scoring area of a paper target is to be partially hidden~ Course Designers must simulate hard cover in one of the following ways:,631d5836-073a-45ce-a257-6cf418240c79,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,36676435-ef79-488b-a934-11345f6bdce5,,4.2.4,Hard cover (and overlapping no-shoots) must not completely hide the A zone on a partially hidden paper target.,631d5836-073a-45ce-a257-6cf418240c79,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,2acb1651-3602-4ffc-be32-13e999ace1c3,,4.3.1,General Rules,8eb7f6fd-42e3-49f1-b3c9-51137546bff4,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,ade4c778-7aed-4fe2-be6a-a9ccd11e0b7b,,4.3.2,IPSC Action Air Poppers,8eb7f6fd-42e3-49f1-b3c9-51137546bff4,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,f9b48c0c-27a1-4e85-8961-b2e81a076ee1,,4.3.3,IPSC Action Air Plates,8eb7f6fd-42e3-49f1-b3c9-51137546bff4,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,9449f668-2935-400e-9275-8801c1688303,,4.3.4,No-Shoots,8eb7f6fd-42e3-49f1-b3c9-51137546bff4,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,25a5fd68-b405-48cb-8236-6ce219f66977,,4.4.1,Frangible targets~ such as clay pigeons or tiles~ are not authorized targets for IPSC Action Air matches.,9e0f5460-ffd3-41f3-98e4-6596305a1e48,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0d90e7ba-fb47-4c27-922e-07a2c17a858c,,4.5.1,The competitor must not interfere with the range surface~ natural foliage~ constructions~ props or other range equipment (including targets~ target stands and target activators) at any time. Violations may incur one procedural penalty per occurrence at the discretion of the Range Officer.,b5e1ce9c-2ff3-462e-95c2-47183acaea98,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,260bbdd1-c0cd-4928-9d1a-f28ee545b996,,4.5.2,The competitor may request that Match Officials take corrective actions to ensure consistency in respect of the range surface~ the presentation of targets and/or any other matter. The Range Master will have final authority concerning all such requests.,b5e1ce9c-2ff3-462e-95c2-47183acaea98,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0d85a972-8f35-4ff1-9e0c-af2d4beed1e0,,4.6.1,Range equipment must present the challenge fairly and equitably to all competitors. Range equipment failure includes~ but is not limited to~ the displacement of paper targets~ the premature activation of rigid or moving targets~ the malfunction of mechanically or electrically operated equipment~ and the failure of props such as openings~ ports~ and barriers.,cb1067fd-0c5e-489f-92e5-f78396a3852b,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,255d79d5-f1a0-4c71-9303-81f239dbb014,,4.6.2,A competitor who is unable to complete a course of fire due to range equipment failure~ or if a rigid or moving target was not reset prior to his attempt at a course of fire~ must be required to reshoot the course of fire after corrective actions have been taken.,cb1067fd-0c5e-489f-92e5-f78396a3852b,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,dd499cba-bf5b-4838-8d58-9350ae67829f,,4.6.3,Chronic malfunction of equipment in a course of fire may result in the removal of that stage from the match results (see Rule 2.3.4).,cb1067fd-0c5e-489f-92e5-f78396a3852b,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,e57539a6-f047-4440-a971-ea9a99354688,,5.1.1,Firearms are regulated by Divisions (see Appendix D)~ but courses of fire must remain consistent for all Divisions.,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,7b066380-20a0-4fb4-8f24-a331d3736986,,5.1.2,Approved Action Air Handguns are those which fire projectiles of 6 mm diameter (also see Rule 5.5.4). Self-loading pistols must have a magazine containing the projectiles and propellant in a single~ detachable unit~ they must have a retractable slide~ and they must operate with a blowback action.,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,97a297b7-703d-47b4-85b3-13d90f12e20a,,5.1.3,Sights - Types of sights identified by IPSC are:,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,231ccc87-a5ef-4f74-b9b7-80905aa5b4cb,,5.1.4,Unless required by a Division (see Appendix D)~ there is no restriction on the trigger pull weight of a firearm~ but the trigger mechanism must~ at all times~ function safely.,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,163fb3d1-3362-4a6d-9e3e-fe094afe97ec,,5.1.5,Triggers and/or trigger shoes that extend beyond the width of the trigger guard are expressly prohibited.,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,5bce967e-517c-4ea6-8409-e2b19266d788,,5.1.6,Firearms must be serviceable and safe. Range Officers may demand examination of a competitor�s firearm or allied equipment~ at any time~ to check they are functioning safely. If any such item is declared unserviceable or unsafe by a Range Officer~ it must be withdrawn from the match until the item is repaired to the satisfaction of the Range Master (also see Rule 5.7.5).,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,3054b380-582b-4d7f-bad3-869c734e35b0,,5.1.7,Competitors must use the same firearm and type of sights for all courses of fire in a match. However~ in the event that a competitor�s original firearm and/or sights become unserviceable or unsafe during a match~ the competitor must~ before using a substitute firearm and/or sights~ seek permission from the Range Master who may approve the substitution provided he is satisfied:,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,3b42d63e-5c58-417e-9a03-3bd395773660,,5.1.8,A competitor who substitutes or significantly modifies a firearm and/or sights during a match without the prior approval of the Range Master will be subject to the provisions of Rule 10.6.1.,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,a4eebdda-4e38-447d-9477-0a3c78e06725,,5.1.9,A competitor must never use or wear on his person more than one firearm during a course of fire (see Rule 10.5.7).,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,98641947-4233-42d6-b135-5ea9ca34f28b,,5.1.10,Handguns with shoulder stocks and/or fore grips of any kind are prohibited (see Rule 10.5.15).,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,b8bbafef-0752-4f5b-91c2-cf6cbb3a4faa,,5.1.11,Handguns offering "burst" and/or fully automatic operation (i.e. whereby more than one projectile can be discharged on a single pull or activation of the trigger) are prohibited (see Rule 10.5.15).,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,7357c832-5f56-4da3-85b9-ad2c714ad9bf,,5.1.12,Handguns with more than one barrel are prohibited.,6af61441-0e38-4a44-9dea-1781894274e5,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,1f63730e-5eea-4c55-a664-99e3ab196f11,,5.2.1,Carry and storage � handguns must be carried unloaded~ in a case or bag of a design intended or suitable for the safe carriage of firearms~ or in a holster securely attached to the competitor�s belt. Violations are subject to Rule 10.5.13.,c0b68834-9f4b-4510-8cf0-a35b561d1fe1,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,e89b5efb-664e-4539-8229-5dbd1a75b9d1,Handling,5.2.2,Except when within the boundaries of a Safety Area~ or when under the supervision and direct command of a Range Officer~ competitors must not handle their firearms. The word "handle" includes holstering or unholstering a firearm~ even if it is concealed by a protective cover~ and/or adding or removing it to/from the competitor's person while it is wholly or partially holstered. Violations are subject to Rule 10.5.1.,c0b68834-9f4b-4510-8cf0-a35b561d1fe1,9a343f59-e142-4d31-b0d2-c6be6925a106
