DISCIPLINE,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0,Shotgun
CHAPTER,a522ef74-8f0a-4b4b-bc96-c2686648c948,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,d7eadec7-988c-41ea-bcd8-12eeba5062f9,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,4ee10809-42e9-44a7-b336-7aea1ea4ba68,Course Information,3,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,3525567f-1076-4514-ba19-f0b78c2c7650,Range Equipment,4,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,36e03673-8c72-4467-bdbd-fc2fd11f90d1,Competitor Equipment,5,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,22167b43-a0ec-4636-8d27-4fd082140bd8,Match Structure,6,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,92cfdc12-6b8c-42f9-a5ab-5e0132d330e0,Match Management,7,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,052d3107-1381-4ebc-9e5e-5fb45ed6074f,The Course of Fire,8,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,e59f5405-335f-4249-88ad-2ead96add2fd,Scoring,9,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,634b991c-2597-4d52-a8bf-e91540544366,Penalties and Disqualifications,10,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,54a6c27c-06c4-44a2-b503-64735c7fcebe,Arbitration and Interpretation of Rules,11,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,766fcc57-a446-4f58-ac29-3c60c90b27aa,Miscellaneous Matters,12,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,c8e7c364-f8f6-4d39-ba8e-3b36a326043d,Target Locations,2.1.4,When a course is constructed to include target locations other than immediately downrange~ organizers and officials must protect or restrict surrounding areas to which competitors~ officials or spectators have access. Each competitor must be permitted to solve the competitive problem in his own way and must not be hindered by being forced to act in any manner which might cause unsafe action. Targets must be arranged so that shooting at them as presented will not cause competitors to breach safe angles of fire.,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,e43ec2fc-2c08-4535-b8e4-3267e689661f,Range Surface,2.1.5,Where possible~ the range surface must be prepared prior to the match~ and be kept moderately clear of debris during the match~ to provide reasonable safety for competitors and officials. Consideration should be given to the possibility of inclement weather and competitor actions. Match Officials may add gravel~ sand or other materials to a deteriorated range surface at any time~ and such range maintenance actions may not be appealed by competitors.,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,72c29e00-2d05-44c2-8429-fc4e98a159ac,Obstacles,2.1.6,Natural or created obstacles in a course of fire should reasonably allow for variations in competitors' height and physical build and should be constructed to provide reasonable safety for all competitors~ Match Officials and spectators.,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,68acb962-1a6e-4fe1-9ce7-a13fe92689de,Common Firing Lines,2.1.7,Courses of fire where multiple competitors are required to fire simultaneously from a common firing line (e.g. Shoot-Off)~ must provide a minimum of 3 meters of free space between each competitor.,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,2dcf0083-7ef1-497b-b863-8969174130ff,Target Placement,2.1.8,Care must be taken with the physical placement of a paper target to prevent a "shoot through".,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,f1ec8788-1822-47c7-abf8-25603c5942ac,Berms,2.1.9,All berms are "off limits" to all persons at all times~ except when access to them is specifically permitted by a Range Officer (see Section 10.6).,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,48a3c45b-47b9-4e96-a04a-155a66a98c8b,Detachable Wads,2.1.10,Some types of slug ammunition have detachable wads and in buckshot cartridges the wads separate from the pellets. In view of this paper targets should either be "backed" (e.g. with plywood or another product of a suitable thickness)~ or placed at a greater distance. 10 meters is recommended in the case of buckshot~ to prevent such wads penetrating paper targets.,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b1a01fee-bfba-4959-aa74-c328253b26c2,Birdshot Ammunition with Paper Targets,2.1.11,A competitor must never be required to engage paper targets using birdshot ammunition.,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,88e16c99-0cf3-4845-826f-f0a8b3ddf33f,Permitted Ammunition,2.1.12,Courses of fire must nominate a single permitted type of ammunition~ i.e. birdshot~ buckshot or slugs.,df37020b-e5b7-47a8-b8db-1e1ebbddaead,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,e7582c4f-854e-44e0-b201-6998ed46c8a3,Fault Lines,2.2.1,Competitor movement should preferably be restricted through the use of physical barriers. However~ the use of Fault Lines is permitted as follows:,d474741b-6a00-4fe7-9eb1-fa682869dd80,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,f9ba46ab-d270-4b1e-8ea5-48dbd8bfb080,,2.2.2,Not applicable.,d474741b-6a00-4fe7-9eb1-fa682869dd80,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,7cd7ea53-a86a-40dc-be6a-384a749386ea,Barriers,2.2.3,Must be constructed in the following manner:,d474741b-6a00-4fe7-9eb1-fa682869dd80,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,699315f2-dfaf-42f8-b38a-c4e7fcac4f9d,,2.2.4,Not applicable.,d474741b-6a00-4fe7-9eb1-fa682869dd80,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,c3e1b07e-6f04-4ea0-a9c7-d6b9c944c655,Cooper Tunnels,2.2.5,Are tunnels comprised of braced uprights supporting loose overhead materials (e.g. wooden slats)~ which may fall off when inadvertently dislodged by competitors (see Rule 10.2.5). These tunnels may be constructed to any height~ but overhead materials must not be heavy enough to cause injury if they fall.,d474741b-6a00-4fe7-9eb1-fa682869dd80,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b380fd50-e4b9-47d5-945a-77fb3ec64fa9,Stage Props,2.2.6,Where these items are intended to support a competitor in motion or while shooting targets~ they must be constructed with the safety of the competitor and Match Officials as a priority. Provisions must be made to allow Match Officials to safely monitor and control competitor action at all times. Props must be strong enough to withstand use by all competitors.,d474741b-6a00-4fe7-9eb1-fa682869dd80,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,184ed8f5-37db-4d58-8f06-61778c4730a2,Windows and Ports,2.2.7,Must be placed at a height reachable by most competitors~ with a sturdy platform being available for use by others~ if requested~ without penalty.,d474741b-6a00-4fe7-9eb1-fa682869dd80,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,839d022a-cd80-4c01-ab91-cffab18d80dc,,2.3.1,Match Officials may~ for any reason~ modify the physical construction or stage procedure for a course of fire~ provided that such changes are approved in advance by the Range Master. Any such physical changes or additions to a published course of fire should be completed before the stage begins.,7f59865f-51a5-4402-98f7-294874a2e138,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,67931f9f-95e3-457c-9f1d-951d293d4083,,2.3.2,All competitors must be notified of any such changes as soon as possible. As a minimum~ they must be notified by the official in charge of the course of fire during the squad briefing.,7f59865f-51a5-4402-98f7-294874a2e138,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,788e8c5c-dcd3-4e4b-9269-8965fd2e8f35,,2.3.3,If the Range Master approves any such action after the match begins he must either:,7f59865f-51a5-4402-98f7-294874a2e138,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d2857ed9-e621-41a5-85f7-a386f59a5be0,,2.3.4,If the Range Master (in consultation with the Match Director) determines that the physical or procedural change results in a loss of competitive equity and it is impossible for all competitors to attempt the revised stage~ or if the stage has been rendered unsuitable or unworkable for any reason~ that stage and all associated competitor scores must be deleted from the match.,7f59865f-51a5-4402-98f7-294874a2e138,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,5ba3fbe8-8e72-4275-bf06-0c97f61275e8,,2.3.5,During inclement weather~ the Range Master may order that paper targets be fitted with transparent protective covers and/or overhead shelters~ and this order is not subject to appeal by competitors (see Rule 6.6.1). Such items must be applied and remain fitted to all affected targets for the same period of time~ until the order is rescinded by the Range Master.,7f59865f-51a5-4402-98f7-294874a2e138,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,84a5b268-6274-4568-b309-2398bc4b4a69,,2.3.6,If the Range Master (in consultation with the Match Director) deems that climatic or other conditions have~ or are likely to~ seriously affect the safety and/or conduct of a match~ he may order that all shooting activities be suspended~ until he issues a "resume shooting" directive.,7f59865f-51a5-4402-98f7-294874a2e138,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,2bbb41bb-6145-4836-97ea-7e68c8010a7e,,2.4.1,The host organization is responsible for the construction and placement of a sufficient number of Safety Areas for the match. They should be conveniently placed and must be easily identified with signs.,c9c40a16-201d-4e93-bc50-3b9b12eb17cf,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,1cb40358-62cd-4e38-94d6-976b16faedbf,,2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired rounds. Safety Areas at tournaments and long gun matches must include sufficient gun racks adjacent to~ but not in~ the Safety Area for secure muzzle-up storage of rifles and shotguns.,c9c40a16-201d-4e93-bc50-3b9b12eb17cf,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,38fa7af2-941a-4aeb-b092-dc367cf2a591,,2.4.3,Competitors are permitted to use Safety Areas unsupervised for the activities stated below provided they remain within the boundaries of the Safety Area and the firearm is pointed in a safe direction. Violations may be subject to disqualification (see Rule 10.5.1).,c9c40a16-201d-4e93-bc50-3b9b12eb17cf,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,2d08571e-56d1-4b56-b0f6-6811a5073507,,2.4.4,Dummy ammunition and live rounds~ whether loose~ packaged or contained in magazines or speed loaders~ must not be handled in a Safety Area under any circumstances (see Rule 10.5.12).,c9c40a16-201d-4e93-bc50-3b9b12eb17cf,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,44c63827-43ef-46b0-803c-24d842a3930a,,2.5.1,When available at a match~ a test firing bay must be operated under the supervision and control of a Range Officer.,3f715602-f7de-4f3f-b16a-ecf375e200e6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,3aabb9e2-8c67-4735-ab89-c25b0fef75d7,,2.5.2,Competitors may test the operation of their firearm and ammunition~ subject to all existing safety rules and any time limits or other restrictions imposed by a Range Officer.,3f715602-f7de-4f3f-b16a-ecf375e200e6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,94f87da3-6e31-42a2-92d7-4c13088d3da2,,2.5.3,At Level III or higher tournaments and long gun matches~ approved IPSC paper and metal targets (where possible~ electronically indicating or self-resetting)~ should be available for use by competitors to aid in the sighting-in of their firearms~ in accordance with the guidelines shown in Appendix C3.,3f715602-f7de-4f3f-b16a-ecf375e200e6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,35efc443-856c-48c7-9792-12794674be39,,2.6.1,Vendors (i.e. individuals~ corporations and other entities displaying or selling merchandise at an IPSC match) are solely responsible for the safe handling and security of their products and other items in their care~ and ensuring they are displayed in a condition that will not endanger any person. Assembled firearms must be deactivated prior to being displayed.,01684068-9f1d-4d1c-ba05-55bbb5899027,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,7f0f626c-27a8-4c95-ab54-6fe32f1a2538,,2.6.2,The Range Master (in consultation with the Match Director) must clearly delineate the vendor area~ and he may issue "Acceptable Practice Guidelines" to all vendors~ who are responsible for their implementation in respect of their own merchandise.,01684068-9f1d-4d1c-ba05-55bbb5899027,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,c8d76f44-10d6-43d1-a632-906e5de65c13,,2.6.3,Competitors may handle unloaded vendor's firearms while remaining wholly within the vendor areas~ provided reasonable care is taken to ensure that the muzzle is not pointed at any person while being handled.,01684068-9f1d-4d1c-ba05-55bbb5899027,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,5eaaa07e-b65a-47e8-9bf2-ffcc59d9cf01,,2.7.1,A sufficient number of hygiene areas~ with hand cleansing supplies and facilities~ should be provided adjacent to lavatories and near the entrance to food service areas.,1c1da947-feb1-47ad-aa42-dee9b04abbec,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,82ecec7f-c98e-42cb-b6fc-4abf0f1abfdb,Published Courses of Fire,3.1.1,Registered competitors and/or their Regional Directors must be provided with the same course of fire information~ within the same notice period~ in advance of the match. The information may be provided by physical or electronic means~ or by reference to a website (also see Section 2.3).,886fe4dd-50e1-4700-9824-efe8ff0fc070,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,0eb0dbd0-3887-4932-bc66-2b2af609abae,,3.1.2,Non-Published Courses of Fire � Same as Rule 3.1.1 except that the details for the course of fire are not published beforehand. The course of fire instructions are provided in the written stage briefing.,886fe4dd-50e1-4700-9824-efe8ff0fc070,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6ab37066-c024-43a1-a4e7-be0efde4e096,,3.2.1,A written stage briefing consistent with these rules and approved by the Range Master must be posted at each course of fire prior to commencement of the match. This briefing will take precedence over any course of fire information published or otherwise communicated to competitors in advance of the match~ and it must provide the following minimum information:,54a53426-3054-4c5f-8b6a-4d3fcc9013b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,26dbe697-84eb-4287-87e6-4e2fc75ed9db,,3.2.2,The Range Officer in charge of a course of fire must read out the written stage briefing verbatim to each squad. The Range Officer must visually demonstrate the acceptable Start Position (either by use of a picture or physically) at all match levels.,54a53426-3054-4c5f-8b6a-4d3fcc9013b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d4d2991c-3ce7-41d2-aa7d-2f2e986d9850,,3.2.3,The Range Master may modify a written stage briefing at any time for reasons of clarity~ consistency or safety (see Section 2.3).,54a53426-3054-4c5f-8b6a-4d3fcc9013b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,255e4206-718e-448a-9651-02ee51d0da50,,3.2.4,After the written stage briefing has been read to competitors~ and questions arising therefrom have been answered~ competitors should be permitted to conduct an orderly inspection ("walkthrough") of the course of fire. The duration of time for the inspection must be stipulated by the Range Officer~ and it should be the same for all competitors. If the course of fire includes moving targets or similar items~ these should be demonstrated to all competitors for the same duration and frequency.,54a53426-3054-4c5f-8b6a-4d3fcc9013b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,fcd81646-bdd4-44cc-a15b-8cba1b544364,,3.3.1,IPSC matches are governed by the rules applicable to the discipline. Host organizations may not enforce local rules except to comply with legislation or legal precedent in the applicable jurisdiction. Any voluntarily adopted rules that are not in compliance with these rules must not be applied to IPSC matches without the express consent of the Regional Director and the IPSC Executive Council.,29fe5010-49e4-4212-a07e-ffa188ca7074,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,49844abb-148a-4c5d-b877-6afc3230ee87,,4.1.1,Only targets approved by the IPSC Assembly and which fully comply with the specifications in Appendices B and C~ and frangible targets (see Rule 4.4.1)~ are to be used for IPSC Shotgun matches.,b8393d8e-38ff-4dbb-a321-3131356c0339,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,4113bc34-e351-4585-8f72-196b21c82063,,4.1.2,Scoring targets used in all IPSC matches must be of a single color~ as follows:,b8393d8e-38ff-4dbb-a321-3131356c0339,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d32882ec-b859-4fb2-ad2f-a8fa0279611f,,4.1.3,No-shoots must be clearly marked with a conspicuous "X" or be of a single~ unique color different from scoring targets throughout a match or tournament. Paper and metal no-shoots may be of different colors in a match or tournament provided that the chosen color is consistent for all no-shoots of the same material (i.e. if metal no-shoots are yellow~ they must all be yellow and if paper no-shoots are white~ they must all be white in a match or tournament).,b8393d8e-38ff-4dbb-a321-3131356c0339,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6b44624b-0dcb-4ea3-b489-7e4891d9a4a2,,4.1.4,Targets used in a course of fire may be partially or wholly hidden through the use of hard cover~ as follows:,b8393d8e-38ff-4dbb-a321-3131356c0339,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,8fb2b177-38b1-404b-8a46-351d86b4fb9f,,4.1.5,Declaring a single~ intact target to represent two or more targets by use of tape~ paint or any other means and/or attaching a Mini Target to a full size target is prohibited.,b8393d8e-38ff-4dbb-a321-3131356c0339,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,60784a35-5650-47ca-a280-a5c25f3d8ed0,,4.1.6,Only IPSC targets~ and mechanically or electrically operated devices~ can be used to activate moving targets.,b8393d8e-38ff-4dbb-a321-3131356c0339,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,10f231e5-4dbd-4062-b33b-50ac2e48550c,,4.2.1,There are five paper targets approved for use in IPSC Shotgun matches (see Appendix B).,e73507c2-8c47-450d-b950-015027a024e8,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,77bdee74-dba5-4add-ba44-b26a0214a06f,,4.2.2,Paper targets must have scoring lines and 0.5 cm (Mini Targets 0.3 cm) non-scoring borders clearly marked on the front of the target. However~ scoring lines and non-scoring borders should not be visible beyond a distance of 10 meters.,e73507c2-8c47-450d-b950-015027a024e8,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,3089e938-046c-4b74-8c93-d75d451326de,,4.2.3,When the scoring area of a paper target is to be partially hidden~ Course Designers must simulate hard cover in one of the following ways:,e73507c2-8c47-450d-b950-015027a024e8,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,15ad1a09-8f82-4b3e-aa54-1b13e49948b2,,4.2.4,Hard cover (and overlapping no-shoots) must not completely hide the A zone on a partially hidden paper target.,e73507c2-8c47-450d-b950-015027a024e8,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,77501c55-13d3-446b-9b43-249f424cb34b,,4.3.1,General Rules,471dcc95-97bf-49bd-9a79-e23a92a1be4a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,701cb2bd-d752-4316-b958-514074f2b1a7,,4.3.2,IPSC Poppers,471dcc95-97bf-49bd-9a79-e23a92a1be4a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b20fbb09-2aba-45d5-8345-ba7edbb88f38,,4.3.3,IPSC Plates,471dcc95-97bf-49bd-9a79-e23a92a1be4a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,133d3275-23b9-4d8a-89ca-b57bf41ea01f,,4.3.4,No-Shoots,471dcc95-97bf-49bd-9a79-e23a92a1be4a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,3bc6eb82-cd76-40cc-8a6f-d0dfb64328a5,,4.4.1,Frangible targets~ such as clay pigeons or tiles~ may be used as scoring targets~ but not as no-shoots~ in IPSC Shotgun matches.,7558aec5-db47-4d6a-ae0b-dc88d634490e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,214c40fd-7a66-4dc6-bc63-bef441108fbd,,4.4.2,Synthetic targets (e.g. "self-sealing" targets etc.)~ sometimes used by indoor ranges~ must not be used at Level III or higher matches. However~ subject to the prior written approval of a Regional Director~ synthetic targets may be used at Level I and II matches held within his Region.,7558aec5-db47-4d6a-ae0b-dc88d634490e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,4f45336f-770a-4158-a2e1-e818be742bba,,4.5.1,The competitor must not interfere with the range surface~ natural foliage~ constructions~ props or other range equipment (including targets~ target stands and target activators) at any time. Violations may incur one procedural penalty per occurrence at the discretion of the Range Officer.,b95a326f-6cdd-4602-8cdd-74c9135157b4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,1a5ef59e-fa6f-4e75-8eaa-36c079024333,,4.5.2,A competitor may request that Match Officials take corrective actions to ensure consistency in respect of the range surface~ the presentation of targets and/or any other matter. The Range Master will have final authority concerning all such requests.,b95a326f-6cdd-4602-8cdd-74c9135157b4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,0d5bfcd7-73e4-4b5a-a66c-09f68ccf7552,,4.6.1,Range equipment must present the challenge fairly and equitably to all competitors. Range equipment failure includes~ but is not limited to~ the displacement of paper targets~ the premature activation of metal or moving targets~ the malfunction of mechanically or electrically operated equipment~ and the failure of props such as openings~ ports~ and barriers.,7ebba3c0-a525-474a-b4d8-f4c05bf2e9f1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,20104c1a-1d17-4917-b065-861873c84bb2,,4.6.2,A competitor who is unable to complete a course of fire due to range equipment failure~ or if a metal or moving target was not reset prior to his attempt at a course of fire~ must be required to reshoot the course of fire after corrective actions have been taken.,7ebba3c0-a525-474a-b4d8-f4c05bf2e9f1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b1197c1e-e088-4e7c-b7b1-cfc213493bfd,,4.6.3,Chronic malfunction of equipment in a course of fire may result in the removal of that stage from the match results (see Rule 2.3.4).,7ebba3c0-a525-474a-b4d8-f4c05bf2e9f1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,96dd892c-1943-46aa-b22e-c29008c6d2cc,,5.1.1,Firearms are regulated by Divisions (see Appendix D)~ but courses of fire must remain consistent for all Divisions.,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,550d89de-2416-4647-a9d5-9af90dccc73f,,5.1.2,The minimum caliber for shotguns used in IPSC matches is 20 gauge (20 bore).,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,dfaf3a90-a8ea-445f-bc7f-ae0391b27d44,,5.1.3,Sights,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,10c9bc9f-d89a-4d7f-9ded-e74a9aa841dc,,5.1.4,Unless required by a Division (see Appendix D)~ there is no restriction on the trigger pull weight of a firearm~ but the trigger mechanism must~ at all times~ function safely.,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,85587184-4807-46ad-ac2e-cc13f8dd3fac,,5.1.5,Triggers and/or trigger shoes that extend beyond the width of the trigger guard are expressly prohibited. However~ shotguns fitted with "winter triggers/guards" may be used in this mode~ provided that this fitting was designed~ manufactured and provided as part of the shotgun and only when the particular climate or weather conditions dictate their use.,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,fdca52cf-ebe2-4952-bc11-3600c0213349,,5.1.6,Firearms must be serviceable and safe. Range Officers may demand examination of a competitor�s firearm or allied equipment~ at any time~ to check they are functioning safely. If any such item is declared unserviceable or unsafe by a Range Officer~ it must be withdrawn from the match until the item is repaired to the satisfaction of the Range Master (also see Rule 5.7.5).,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d47f19c9-6d6a-48a7-a7e7-3c1aded8f2b9,,5.1.7,Competitors must use the same firearm~ barrel and type of sights for all courses of fire in a match. This includes magazine tubes which must not be changed unless they are changed as part of routine reloading during a course of fire. However~ in the event that a competitor�s original firearm and/or sights become unserviceable or unsafe during a match~ the competitor must~ before using a substitute firearm and/or sights~ seek permission from the Range Master who may approve the substitution provided he is satisfied:,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,a82a1d0a-7e50-41c1-8440-5e627f23c449,,5.1.8,A competitor who substitutes or significantly modifies a firearm and/or sights during a match without the prior approval of the Range Master will be subject to the provisions of Rule 10.6.1.,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,4ee930fe-4d5a-418f-9a2d-abc58e17ff85,,5.1.9,A competitor must never use or wear on his person more than one firearm during a course of fire (see Rule 10.5.7).,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,c59be322-26e0-44d6-935d-ef8c37edd138,,5.1.10,The shotgun must be fitted with a stock enabling it to be fired from the shoulder (see Rule 10.5.15).,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,9a3d8f4e-064b-4695-947e-a574a7fe7044,,5.1.11,Shotguns offering "burst" and/or fully automatic operation (i.e. whereby more than discharged on a single pull or activation of the trigger) are prohibited (see Rule 10.5.15).  one  round  can  be,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6c0b50e6-aac6-412e-84c0-10a061b905bc,,5.1.12,Combination guns offering an additional barrel~ or barrels~ that is not a conventional shotgun barrel (e.g. a shotgun and rifle combination) are prohibited.,702f26f1-90d2-47b4-95cc-5ab6fef84129,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d66a6227-d945-40a3-bb5f-1972c2387250,Carry and Storage,5.2.1,Except when within the boundaries of a Safety Area~ or when under the supervision and direct command of a Range Officer~ long guns must be unloaded and held~ shouldered or slung (or placed in a rack)~ with the muzzle pointed skywards. Long guns placed in a slip or case are not required to be pointed skywards. Failure to comply may be subject to the provisions of Rule 10.5.1. The action may be open or closed~ but a chamber safety flag must be fitted at all times when the firearm is not in use. Detachable magazines must be removed. Violations will incur a warning for the first occurrence~ but will be subject to Rule 10.5.1 for subsequent occurrences in the same match.,1cc795a4-b9a3-4cb5-80ce-475cce850b5a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
