DISCIPLINE,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83,Handgun
CHAPTER,d68b7723-d685-40d7-9b72-ecb1c638db9c,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,5bb699ac-dac3-4aba-a4f9-cba4f642c1c5,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,0dd0ecee-bb8c-494e-8720-74d5be5921a7,Course Information,3,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,3da79bf5-68ba-45f3-b983-a1274c2e59fe,Range Equipment,4,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,35bd0461-9cb3-4b77-94de-67f7f56a87af,Competitor Equipment,5,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e7531529-0ec1-4b51-b9cc-66ec25496dbe,Match Structure,6,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,877e64c4-14e6-4844-97b3-3da3437f6bd2,Match Management,7,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,eae65a73-4038-49eb-ba91-c51fd9ca590a,The Course of Fire,8,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e5d8a70a-cd17-432e-aa44-bbe4f91c526d,Scoring,9,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,51ee17e9-7f84-443a-9bf4-fdc4bd18f311,Penalties and Disqualifications,10,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,1c2d23c3-3dc5-455d-823e-01fafcc01921,Arbitration and Interpretation of Rules,11,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,a50bd0e4-4327-4cf0-b319-2f79c1224d74,Miscellaneous Matters,12,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,bfa5495e-8450-4171-947b-6bdf57a57180,Target Locations,2.1.4,When a course is constructed to include target locations other than immediately downrange~ organizers and officials must protect or restrict surrounding areas to which competitors~ officials or spectators have access. Each competitor must be permitted to solve the competitive problem in his own way and must not be hindered by being forced to act in any manner which might cause unsafe action. Targets must be arranged so that shooting at them as presented will not cause competitors to breach safe angles of fire.,27e07d41-8fc6-45fb-92c9-c322fbc8a8ab,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,c8e0c108-d8ed-45fa-b2e7-b6c8b38690fa,Range Surface,2.1.5,Where possible~ the range surface must be prepared prior to the match~ and be kept moderately clear of debris during the match~ to provide reasonable safety for competitors and officials. Consideration should be given to the possibility of inclement weather and competitor actions. Match Officials may add gravel~ sand or other materials to a deteriorated range surface at any time~ and such range maintenance actions may not be appealed by competitors.,27e07d41-8fc6-45fb-92c9-c322fbc8a8ab,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,03e88c42-b5bd-4e2b-924b-09b6cba38544,Obstacles,2.1.6,Natural or created obstacles in a course of fire should reasonably allow for variations in competitors' height and physical build and should be constructed to provide reasonable safety for all competitors~ Match Officials and spectators.,27e07d41-8fc6-45fb-92c9-c322fbc8a8ab,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,88feae57-1542-46c5-a3b1-33eaac9fdf68,Common Firing Lines,2.1.7,Courses of fire where multiple competitors are required to fire simultaneously from a common firing line (e.g. Shoot-Off)~ must provide a minimum of 3 meters of free space between each competitor.,27e07d41-8fc6-45fb-92c9-c322fbc8a8ab,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,2dae89c3-e217-4f90-8494-5f4bfa23a983,Target Placement,2.1.8,Care must be taken with the physical placement of a paper target to prevent a "shoot through".,27e07d41-8fc6-45fb-92c9-c322fbc8a8ab,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,754906e4-4fea-4ad5-96ab-8b6c510b4d06,Berms,2.1.9,All berms are "off limits" to all persons at all times~ except when access to them is specifically permitted by a Range Officer (see Section 10.6).,27e07d41-8fc6-45fb-92c9-c322fbc8a8ab,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,ca8c3730-8fe4-4d61-aa49-9818d78b7d0b,Fault Lines,2.2.1,Competitor movement should preferably be restricted through the use of physical barriers. However~ the use of Fault Lines is permitted as follows:,5632bdea-8459-4515-b78a-2c4457e8c92d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,996af9f7-9fe4-4f28-8709-a5c948df7c97,Obstacles,2.2.2,Courses of fire may include the use of major obstacles to be surmounted by competitors. Obstacles used in this way must not exceed a height of 2 meters. Obstacles over 1 meter in height must be supplied with scaling aids to assist competitors and must be constructed to provide for the competitor's safety in the following ways:,5632bdea-8459-4515-b78a-2c4457e8c92d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,56a19d3e-1a53-4c12-8cc6-8ac34d367b3f,Barriers,2.2.3,Must be constructed in the following manner:,5632bdea-8459-4515-b78a-2c4457e8c92d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,490877e5-2787-46de-91a2-bcef9dff3eb7,Tunnels,2.2.4,A tunnel that a competitor is required to enter or pass through must be constructed of suitable material and to any length. However~ sufficient ports must be provided to allow Match Officials to safely monitor competitor action. Tunnel mouth edges must be prepared to minimize the possibility of injury to competitors and Match Officials. Course Designers must clearly designate the entrance and exit portions of the tunnel as well as the parameters for shooting at any targets from within the tunnel (e.g. Fault Lines). Also see Rule 10.5.4.,5632bdea-8459-4515-b78a-2c4457e8c92d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,3626b8db-30c6-4c02-b98c-fed48654ddef,Cooper Tunnels,2.2.5,Are tunnels comprised of braced uprights supporting loose overhead materials (e.g. wooden slats)~ which may fall off when inadvertently dislodged by competitors (see Rule 10.2.5). These tunnels may be constructed to any height~ but overhead materials must not be heavy enough to cause injury if they fall. Also see Rule 10.5.4.,5632bdea-8459-4515-b78a-2c4457e8c92d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,5d611379-691d-429e-98c1-a29b7277ae72,Stage Props,2.2.6,Where these items are intended to support a competitor in motion or while shooting targets~ they must be constructed with the safety of the competitor and Match Officials as a priority. Provisions must be made to allow Match Officials to safely monitor and control competitor action at all times. Props must be strong enough to withstand use by all competitors.,5632bdea-8459-4515-b78a-2c4457e8c92d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,d25fb48b-e8b9-4c54-b0ef-cc429610d069,Windows and Ports,2.2.7,Must be placed at a height reachable by most competitors~ with a sturdy platform being available for use by others~ if requested~ without penalty.,5632bdea-8459-4515-b78a-2c4457e8c92d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,6afda374-6f8a-4208-9e97-5dc548e4f030,,2.3.1,Match Officials may~ for any reason~ modify the physical construction or stage procedure for a course of fire~ provided that such changes are approved in advance by the Range Master. Any such physical changes or additions to a published course of fire should be completed before the stage begins.,eb94c350-a023-4335-a027-698b23959d62,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,42def289-72b8-4bef-9273-a7727dd2f072,,2.3.2,All competitors must be notified of any such changes as soon as possible. As a minimum~ they must be notified by the official in charge of the course of fire during the squad briefing.,eb94c350-a023-4335-a027-698b23959d62,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,95769d5c-b32f-4b74-b4a3-e4977fad66b7,,2.3.3,If the Range Master approves any such action after the match begins he must either:,eb94c350-a023-4335-a027-698b23959d62,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,7a0eee0f-fb16-419c-b0a5-eca010b38159,,2.3.4,If the Range Master (in consultation with the Match Director) determines that the physical or procedural change results in a loss of competitive equity and it is impossible for all competitors to attempt the revised stage~ or if the stage has been rendered unsuitable or unworkable for any reason~ that stage and all associated competitor scores must be deleted from the match.,eb94c350-a023-4335-a027-698b23959d62,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a06bc981-bfa4-445a-9835-d675aaa8108c,,2.3.5,During inclement weather~ the Range Master may order that paper targets be fitted with transparent protective covers and/or overhead shelters~ and this order is not subject to appeal by competitors (see Rule 6.6.1). Such items must be applied and remain fitted to all affected targets for the same period of time~ until the order is rescinded by the Range Master.,eb94c350-a023-4335-a027-698b23959d62,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,2b8b8b9e-1d3b-4e1f-a08e-08e2b43cbc22,,2.3.6,If the Range Master (in consultation with the Match Director) deems that climatic or other conditions have~ or are likely to~ seriously affect the safety and/or conduct of a match~ he may order that all shooting activities be suspended~ until he issues a "resume shooting" directive.,eb94c350-a023-4335-a027-698b23959d62,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a948cab6-77dd-42d7-a3cd-c54a2bb96d1d,,2.4.1,The host organization is responsible for the construction and placement of a sufficient number of Safety Areas for the match. They should be conveniently placed and must be easily identified with signs.,133e9eca-f057-4a8e-9cdf-2d72713d66e2,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a9b292c1-c18e-4b1b-9c71-f71dbd3907e1,,2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired rounds. Safety Areas at tournaments and long gun matches must include sufficient gun racks adjacent to~ but not in~ the Safety Area for secure muzzle-up storage of rifles and shotguns.,133e9eca-f057-4a8e-9cdf-2d72713d66e2,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,b4520817-9f1b-44c4-9fbc-127522ba8702,,2.4.3,Competitors are permitted to use Safety Areas unsupervised for the activities stated below provided they remain within the boundaries of the Safety Area and the firearm is pointed in a safe direction. Violations may be subject to disqualification (see Rule 10.5.1).,133e9eca-f057-4a8e-9cdf-2d72713d66e2,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,8f9e0939-468f-439a-8aeb-bd2e52b009b5,,2.4.4,Dummy ammunition and live rounds~ whether loose~ packaged or contained in magazines or speed loaders~ must not be handled in a Safety Area under any circumstances (see Rule 10.5.12).,133e9eca-f057-4a8e-9cdf-2d72713d66e2,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,f1fba862-1c7b-4e5f-9133-8345b658c557,,2.5.1,When available at a match~ a test firing bay must be operated under the supervision and control of a Range Officer.,c3e25d65-1903-4c6b-b052-b64227defd33,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,e47cd7ab-ab45-48c4-ac57-ca2504b9989c,,2.5.2,Competitors may test the operation of their firearm and ammunition~ subject to all existing safety rules and any time limits or other restrictions imposed by a Range Officer.,c3e25d65-1903-4c6b-b052-b64227defd33,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,f3c483c2-2baa-4aeb-9aee-728c59459a5f,,2.5.3,At Level III or higher tournaments and long gun matches~ approved IPSC paper and metal targets (where possible~ electronically indicating or self-resetting)~ should be available for use by competitors to aid in the sighting-in of their firearms~ in accordance with the guidelines shown in Appendix C3.,c3e25d65-1903-4c6b-b052-b64227defd33,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,08cd1f4e-4e9e-44b5-8d66-c6499055aac5,,2.6.1,Vendors (i.e. individuals~ corporations and other entities displaying or selling merchandise at an IPSC match) are solely responsible for the safe handling and security of their products and other items in their care~ and ensuring they are displayed in a condition that will not endanger any person. Assembled firearms must be deactivated prior to being displayed.,59e76ea7-be61-442b-9882-5333897fa255,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,926cd6e1-0ebe-46bc-ab7c-398cdc97c675,,2.6.2,The Range Master (in consultation with the Match Director) must clearly delineate the vendor area~ and he may issue "Acceptable Practice Guidelines" to all vendors~ who are responsible for their implementation in respect of their own merchandise.,59e76ea7-be61-442b-9882-5333897fa255,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,b7113b90-7cf9-4479-afee-8030d7c24e73,,2.6.3,Competitors may handle unloaded vendor's firearms while remaining wholly within the vendor areas~ provided reasonable care is taken to ensure that the muzzle is not pointed at any person while being handled.,59e76ea7-be61-442b-9882-5333897fa255,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,8addca9a-3e4a-4baf-8ab3-7c22c6ac390b,,2.6.4,Competitors must not draw or re-holster their firearms in the vendor area (see Rule 10.5.1). Competitors seeking gunsmithing services for their firearms must firstly place them in a gun bag or gun case~ in a designated Safety Area~ before passing them to a vendor in the vendor area.,59e76ea7-be61-442b-9882-5333897fa255,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,26d638f2-aff5-4c8d-b7fb-549ab6dde7d9,,2.7.1,A sufficient number of hygiene areas~ with hand cleansing supplies and facilities~ should be provided adjacent to lavatories and near the entrance to food service areas.,3835a3ae-2fb4-4037-ac66-45bb8115f55e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,b65b87d8-3a29-4df1-9c76-5dbd10fdf023,Published Courses of Fire,3.1.1,Registered competitors and/or their Regional Directors must be provided with the same course of fire information~ within the same notice period~ in advance of the match. The information may be provided by physical or electronic means~ or by reference to a website (also see Section 2.3).,62e7ccfb-fa90-4541-879e-10492f83e99d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a946e1d2-a8b0-4586-8369-8ee7c23908ab,,3.1.2,Non-Published Courses of Fire � Same as Rule 3.1.1 except that the details for the course of fire are not published beforehand. The course of fire instructions are provided in the written stage briefing.,62e7ccfb-fa90-4541-879e-10492f83e99d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,94592f8a-12ce-446c-988e-469eb51b0c78,,3.2.1,A written stage briefing consistent with these rules and approved by the Range Master must be posted at each course of fire prior to commencement of the match. This briefing will take precedence over any course of fire information published or otherwise communicated to competitors in advance of the match~ and it must provide the following minimum information:,f210fa59-6829-454e-8867-19f2618e4fdf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,99c4cfd6-e135-4021-96a3-d774dd275ac1,,3.2.2,The Range Officer in charge of a course of fire must read out the written stage briefing verbatim to each squad. The Range Officer must visually demonstrate the acceptable Start Position (either by use of a picture or physically) at all match levels.,f210fa59-6829-454e-8867-19f2618e4fdf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,bd0266ec-119a-418d-96a1-1a64c58dabea,,3.2.3,The Range Master may modify a written stage briefing at any time for reasons of clarity~ consistency or safety (see Section 2.3).,f210fa59-6829-454e-8867-19f2618e4fdf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,2e91fe32-9f7d-475d-addc-cb3597b75668,,3.2.4,After the written stage briefing has been read to competitors~ and questions arising therefrom have been answered~ competitors should be permitted to conduct an orderly inspection ("walkthrough") of the course of fire. The duration of time for the inspection must be stipulated by the Range Officer~ and it should be the same for all competitors. If the course of fire includes moving targets or similar items~ these should be demonstrated to all competitors for the same duration and frequency.,f210fa59-6829-454e-8867-19f2618e4fdf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,5d087d7d-9b1d-4767-8717-3beb2a5b8352,,3.3.1,IPSC matches are governed by the rules applicable to the discipline. Host organizations may not enforce local rules except to comply with legislation or legal precedent in the applicable jurisdiction. Any voluntarily adopted rules that are not in compliance with these rules must not be applied to IPSC matches without the express consent of the Regional Director and the IPSC Executive Council.,136f5c0e-9970-4a61-95cc-eb239b8fdf92,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,576445e3-a208-4df5-af75-5ea434c6b9ea,,4.1.1,Only targets approved by the IPSC Assembly and which fully comply with the specifications in Appendices B and C are to be used for IPSC Handgun matches.,47167fa4-9336-47ff-bcb6-5569c10e789e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,477d59c0-7b2f-4bed-b062-c6eddf7af4b7,,4.1.2,Scoring targets used in all IPSC matches must be of a single color~ as follows:,47167fa4-9336-47ff-bcb6-5569c10e789e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,e9761b35-cdfb-4fc7-a1bb-0cdf8b33b98f,,4.1.3,No-shoots must be clearly marked with a conspicuous "X" or be of a single~ unique color different from scoring targets throughout a match or tournament. Paper and metal no-shoots may be of different colors in a match or tournament provided that the chosen color is consistent for all no-shoots of the same material (i.e. if metal no-shoots are yellow~ they must all be yellow and if paper no-shoots are white~ they must all be white in a match or tournament).,47167fa4-9336-47ff-bcb6-5569c10e789e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,601c97c1-048a-4532-924f-206c1e427781,,4.1.4,Targets used in a course of fire may be partially or wholly hidden through the use of hard or soft cover~ as follows:,47167fa4-9336-47ff-bcb6-5569c10e789e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a494f33e-2530-4303-958b-a4a7cdab200d,,4.1.5,Declaring a single~ intact target to represent two or more targets by use of tape~ paint or any other means and/or attaching a Mini Target to a full size target is prohibited.,47167fa4-9336-47ff-bcb6-5569c10e789e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,7d2faf6d-993a-4c31-be7b-12c6255ed0af,,4.1.6,Only IPSC targets~ and mechanically or electrically operated devices~ can be used to activate moving targets.,47167fa4-9336-47ff-bcb6-5569c10e789e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,2dedc610-600f-466e-a58c-d3a9adf1afb2,,4.2.1,There are two paper targets approved for use in IPSC Handgun matches (see Appendix B).,07d1cefb-d60c-4169-9f66-31ddd936dcc6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,2299169c-091d-47ca-a604-fe6fe7186375,,4.2.2,Paper targets must have scoring lines and 0.5 cm (Mini Targets 0.3 cm) non-scoring borders clearly marked on the front of the target. However~ scoring lines and non-scoring borders should not be visible beyond a distance of 10 meters. The scoring zones reward power in IPSC matches.,07d1cefb-d60c-4169-9f66-31ddd936dcc6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,4ee95110-6e37-4dfb-978c-43507c1c689a,,4.2.3,When the scoring area of a paper target is to be partially hidden~ Course Designers must simulate hard cover in one of the following ways:,07d1cefb-d60c-4169-9f66-31ddd936dcc6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,13fc2f63-bb62-4490-a3bb-9b8b43c026a6,,4.2.4,Hard cover (and overlapping no-shoots) must not completely hide the A zone on a partially hidden paper target.,07d1cefb-d60c-4169-9f66-31ddd936dcc6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,eea17a12-5c5d-43b6-a226-7cd85d4c0c44,,4.3.1,General Rules,1daa17f7-d85f-48c8-b25d-cdae570ae52b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,ae4b9fc8-b785-41c1-8857-23991a178811,,4.3.2,IPSC Poppers,1daa17f7-d85f-48c8-b25d-cdae570ae52b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,697e6087-e24b-486c-a19e-3e59e37aa6c5,,4.3.3,IPSC Plates,1daa17f7-d85f-48c8-b25d-cdae570ae52b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,5e7843c7-ebe3-48a6-a425-81f39d6d7de4,,4.3.4,No-Shoots,1daa17f7-d85f-48c8-b25d-cdae570ae52b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,9c9c531f-de1c-4ea4-8afa-1e1df74af68c,,4.4.1,Frangible targets~ such as clay pigeons or tiles~ are not authorized targets for IPSC Handgun matches.,2924db84-64d6-42ea-a7d3-4848454bcd5f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,0e4f3355-52dc-47b0-a6f6-8177b0354bf6,,4.4.2,Synthetic targets (e.g. "self-sealing" targets etc.)~ sometimes used by indoor ranges~ must not be used at Level III or higher matches. However~ subject to the prior written approval of a Regional Director~ synthetic targets may be used at Level I and II matches held within his Region.,2924db84-64d6-42ea-a7d3-4848454bcd5f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,f780e06a-b3e6-45c1-94cd-19e22fc4f358,,4.5.1,The competitor must not interfere with the range surface~ natural foliage~ constructions~ props or other range equipment (including targets~ target stands and target activators) at any time. Violations may incur one procedural penalty per occurrence at the discretion of the Range Officer.,01f4e2ed-5b5c-48d1-bb83-23ec4748436c,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,38d37cd8-799a-44c8-a73f-b543e583fa8e,,4.5.2,The competitor may request that Match Officials take corrective actions to ensure consistency in respect of the range surface~ the presentation of targets and/or any other matter. The Range Master will have final authority concerning all such requests.,01f4e2ed-5b5c-48d1-bb83-23ec4748436c,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a9d86c6b-ee65-41f9-992d-70324b110345,,4.6.1,Range equipment must present the challenge fairly and equitably to all competitors. Range equipment failure includes~ but is not limited to~ the displacement of paper targets~ the premature activation of metal or moving targets~ the malfunction of mechanically or electrically operated equipment~ and the failure of props such as openings~ ports~ and barriers.,dd1975b1-022d-405f-a399-c285d8fca624,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,5d5d34f0-2ec0-4f60-a12c-c54a93a83b55,,4.6.2,A competitor who is unable to complete a course of fire due to range equipment failure~ or if a metal or moving target was not reset prior to his attempt at a course of fire~ must be required to reshoot the course of fire after corrective actions have been taken.,dd1975b1-022d-405f-a399-c285d8fca624,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,6133d849-e8b6-4104-b945-b1ad12cf5959,,4.6.3,Chronic malfunction of equipment in a course of fire may result in the removal of that stage from the match results (see Rule 2.3.4).,dd1975b1-022d-405f-a399-c285d8fca624,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,525a0fff-4a25-4ff8-a01c-1ea079be3dda,,5.1.1,Firearms are regulated by Divisions (see Appendix D)~ but courses of fire must remain consistent for all Divisions.,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,4d291e0d-b73e-4b42-82c1-04412170ff8e,,5.1.2,The minimum cartridge case dimension for handguns to minimum bullet diameter is 9 mm (.354 inches).  be used in IPSC matches is 9x19  mm.  The,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,16ba5c79-333d-44c5-aa59-23662cdba77a,,5.1.3,Sights,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,b4d886ca-83cf-42cb-ad2c-d26f4ba05f79,,5.1.4,Unless required by a Division (see Appendix D)~ there is no restriction on the trigger pull weight of a firearm~ but the trigger mechanism must~ at all times~ function safely.,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,748903fd-e4c9-4e10-aee1-950a08922b49,,5.1.5,Triggers and/or trigger shoes that extend beyond the width of the trigger guard are expressly prohibited.,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,9c6adf3b-7792-421b-b4a0-6ff37b9c40fb,,5.1.6,Firearms must be serviceable and safe. Range Officers may demand examination of a competitor's firearm or allied equipment~ at any time~ to check they are functioning safely. If any such item is declared unserviceable or unsafe by a Range Officer~ it must be withdrawn from the match until the item is repaired to the satisfaction of the Range Master (also see Rule 5.7.5).,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,0c2e66c1-4f80-4b8f-83d0-7f7dbae45dde,,5.1.7,Competitors must use the same firearm and type of sights for all courses of fire in a match. However~ in the event that a competitor's original firearm and/or sights become unserviceable or unsafe during a match~ the competitor must~ before using a substitute firearm and/or sights~ seek permission from the Range Master who may approve the substitution provided he is satisfied:,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,18f7f7a0-9b91-48ab-ad33-33d16491d700,,5.1.8,A competitor who substitutes or significantly modifies a firearm and/or sights during a match without the prior approval of the Range Master will be subject to the provisions of Rule 10.6.1.,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,174c6d41-772d-4c1a-b0a0-f3ef3ca07d47,,5.1.9,A competitor must never use or wear on his person more than one firearm during a course of fire (see Rule 10.5.7).,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,4cb90489-81da-4383-a128-64c9cf5f7a24,,5.1.10,Handguns with shoulder stocks and/or fore grips of any kind are prohibited (see Rule 10.5.15).,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,fe73c2c0-bba2-4d6d-a479-01486996d5a7,,5.1.11,Handguns offering "burst" and/or fully automatic operation (i.e. whereby more than discharged on a single pull or activation of the trigger) are prohibited (see Rule 10.5.15).  one  round  can  be,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,c9034267-48d8-470f-a750-8a7acb9b59bd,,5.1.12,Handguns with more than one barrel are prohibited.,15486ab1-6036-4587-b764-22332d6cac48,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,d9152657-2014-4929-a647-e02ab4c33c7e,,5.2.1,Carry and storage � handguns must be carried unloaded~ in a case or bag of a design intended or suitable for the safe carriage of firearms~ or in a holster securely attached to the competitor's belt. Violations are subject to Rule 10.5.13.,668c978b-4641-46f9-ab39-d6d862877ca5,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
