DISCIPLINE,3700a212-379c-481f-8f83-411e39ef933e,Rifle
CHAPTER,0997cc5b-cd44-4538-8e8f-ceecb847e225,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,3364ea61-7afa-47d4-8a74-097dcda9782d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,1510b2a4-c144-4b89-8738-99db16ed0645,Course Information,3,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,ed8f1157-49a5-4818-a070-d0382b5295fd,Range Equipment,4,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,66f3c913-adfa-4e0a-8b9d-34acc3fdaaed,Competitor Equipment,5,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,a78afaff-fb32-4bd0-b4ca-adc0d4337ffb,Match Structure,6,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,bcd268aa-65a3-48c4-96ba-b7bd784767d8,Match Management,7,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,71474aaf-f746-4dc2-9bce-f2a68650bf00,The Course of Fire,8,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,37751464-065d-44d3-b43b-5f0c09f3e5be,Scoring,9,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,6e8abd5c-7085-46cf-8413-964c5c31da97,Penalties and Disqualifications,10,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,59a57a35-9fb6-40f7-98fe-a7c57fdbfc87,Arbitration and Interpretation of Rules,11,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,2b864bac-666b-40d4-972d-c115293937cb,Miscellaneous Matters,12,,3700a212-379c-481f-8f83-411e39ef933e
RULE,80837fab-4f4a-474c-97d3-1392d1a3efbc,Berms,2.1.9,All berms are "off limits" to all persons at all times~ except when access to them is specifically permitted by a Range Officer (see Section 10.6).,f9a2d1f5-0672-4ba3-ba16-a0b56ffb10d4,3700a212-379c-481f-8f83-411e39ef933e
RULE,4780a23d-d3cc-4a89-a6e1-2f3f8221e73a,Fault Lines,2.2.1,Competitor movement should preferably be restricted through the use of physical barriers. However~ the use of Fault Lines is permitted as follows:,e66f1db4-25dd-42ce-ba3f-8a5e7d9cff4b,3700a212-379c-481f-8f83-411e39ef933e
RULE,fb04c403-488d-4c70-812b-5b5964e5326a,,2.2.2,Not applicable.,e66f1db4-25dd-42ce-ba3f-8a5e7d9cff4b,3700a212-379c-481f-8f83-411e39ef933e
RULE,fa9202a5-888a-4a25-b1ba-85349737a164,Barriers,2.2.3,Must be constructed in the following manner:,e66f1db4-25dd-42ce-ba3f-8a5e7d9cff4b,3700a212-379c-481f-8f83-411e39ef933e
RULE,69ad0db3-109b-4a96-9e0b-4f580dc0345c,,2.2.4,Not applicable.,e66f1db4-25dd-42ce-ba3f-8a5e7d9cff4b,3700a212-379c-481f-8f83-411e39ef933e
RULE,e684ee8b-18dd-45d7-86d0-ddaf23b2b4ff,Cooper Tunnels,2.2.5,Are tunnels comprised of braced uprights supporting loose overhead materials (e.g. wooden slats)~ which may fall off when inadvertently dislodged by competitors (see Rule 10.2.5). These tunnels may be constructed to any height~ but overhead materials must not be heavy enough to cause injury if they fall.,e66f1db4-25dd-42ce-ba3f-8a5e7d9cff4b,3700a212-379c-481f-8f83-411e39ef933e
RULE,20fa8fa4-d0f3-46c8-9ed7-6d45d56c701c,Stage Props,2.2.6,Where these items are intended to support a competitor in motion or while shooting targets~ they must be constructed with the safety of the competitor and Match Officials as a priority. Provisions must be made to allow Match Officials to safely monitor and control competitor action at all times. Props must be strong enough to withstand use by all competitors.,e66f1db4-25dd-42ce-ba3f-8a5e7d9cff4b,3700a212-379c-481f-8f83-411e39ef933e
RULE,86a3675f-2e18-46ad-a20c-2e99ac8324d5,Windows and Ports,2.2.7,Must be placed at a height reachable by most competitors~ with a sturdy platform being available for use by others~ if requested~ without penalty.,e66f1db4-25dd-42ce-ba3f-8a5e7d9cff4b,3700a212-379c-481f-8f83-411e39ef933e
RULE,d040a6cc-fba5-4654-b2be-cb6193402a71,,2.3.1,Match Officials may~ for any reason~ modify the physical construction or stage procedure for a course of fire~ provided that such changes are approved in advance by the Range Master. Any such physical changes or additions to a published course of fire should be completed before the stage begins.,5b72de77-be7b-4a29-bd33-0c882b50b0a5,3700a212-379c-481f-8f83-411e39ef933e
RULE,202340f3-c9d1-425b-bf43-2d0519047bb5,,2.3.2,All competitors must be notified of any such changes as soon as possible. As a minimum~ they must be notified by the official in charge of the course of fire during the squad briefing.,5b72de77-be7b-4a29-bd33-0c882b50b0a5,3700a212-379c-481f-8f83-411e39ef933e
RULE,c0d27184-1f22-4e59-bff3-649f7825c5ef,,2.3.3,If the Range Master approves any such action after the match begins he must either:,5b72de77-be7b-4a29-bd33-0c882b50b0a5,3700a212-379c-481f-8f83-411e39ef933e
RULE,01629bde-529c-42a9-83f5-e8f431ecb312,,2.3.4,If the Range Master (in consultation with the Match Director) determines that the physical or procedural change results in a loss of competitive equity and it is impossible for all competitors to attempt the revised stage~ or if the stage has been rendered unsuitable or unworkable for any reason~ that stage and all associated competitor scores must be deleted from the match.,5b72de77-be7b-4a29-bd33-0c882b50b0a5,3700a212-379c-481f-8f83-411e39ef933e
RULE,92ab75b4-72a7-4eb3-8838-2732614db8d3,,2.3.5,During inclement weather~ the Range Master may order that paper targets be fitted with transparent protective covers and/or overhead shelters~ and this order is not subject to appeal by competitors (see Rule 6.6.1). Such items must be applied and remain fitted to all affected targets for the same period of time~ until the order is rescinded by the Range Master.,5b72de77-be7b-4a29-bd33-0c882b50b0a5,3700a212-379c-481f-8f83-411e39ef933e
RULE,265672cd-88d4-499b-a6a7-611b9ee7c3a7,,2.3.6,If the Range Master (in consultation with the Match Director) deems that climatic or other conditions have~ or are likely to~ seriously affect the safety and/or conduct of a match~ he may order that all shooting activities be suspended~ until he issues a "resume shooting" directive.,5b72de77-be7b-4a29-bd33-0c882b50b0a5,3700a212-379c-481f-8f83-411e39ef933e
RULE,01aba21a-c722-461a-a76e-f2d0aff06f18,,2.4.1,The host organization is responsible for the construction and placement of a sufficient number of Safety Areas for the match. They should be conveniently placed and must be easily identified with signs.,4cc18b16-b897-4771-85de-50cb5ee46f4a,3700a212-379c-481f-8f83-411e39ef933e
RULE,24a66f42-0967-4297-8ee0-ba5052a025d8,,2.4.2,Safety Areas must include a table with the safe muzzle direction and boundaries clearly shown. If a backstop and/or side walls are included~ they must be constructed of materials capable of containing fired rounds. Safety Areas at tournaments and long gun matches must include sufficient gun racks adjacent to~ but not in~ the Safety Area for secure muzzle-up storage of rifles and shotguns.,4cc18b16-b897-4771-85de-50cb5ee46f4a,3700a212-379c-481f-8f83-411e39ef933e
RULE,02234db8-6c51-49f7-8a61-b2805fc36de2,,2.4.3,Competitors are permitted to use Safety Areas unsupervised for the activities stated below provided they remain within the boundaries of the Safety Area and the firearm is pointed in a safe direction. Violations may be subject to disqualification (see Rule 10.5.1).,4cc18b16-b897-4771-85de-50cb5ee46f4a,3700a212-379c-481f-8f83-411e39ef933e
RULE,b159d44f-9950-4d28-b06e-40968f8d39ba,,2.4.4,Dummy ammunition and live rounds~ whether loose~ packaged or contained in magazines or speed loaders~,4cc18b16-b897-4771-85de-50cb5ee46f4a,3700a212-379c-481f-8f83-411e39ef933e
RULE,5ac23ae2-0a3f-46f6-885c-47a8a53c06fc,,2.5.1,When available at a match~ a test firing bay must be operated under the supervision and control of a Range Officer.,b11cc33f-c0be-46ad-b165-85fca1b139a1,3700a212-379c-481f-8f83-411e39ef933e
RULE,e91922f8-33f7-4190-8b07-ce7009120f3f,,2.5.2,Competitors may test the operation of their firearm and ammunition~ subject to all existing safety rules and any time limits or other restrictions imposed by a Range Officer.,b11cc33f-c0be-46ad-b165-85fca1b139a1,3700a212-379c-481f-8f83-411e39ef933e
RULE,40f0bee6-cafd-492f-8888-0da5b3a3d870,,2.5.3,At Level III or higher tournaments and long gun matches~ approved IPSC paper and metal targets (where possible~ electronically indicating or self-resetting)~ should be available for use by competitors to aid in the sighting-in of their firearms~ in accordance with the guidelines shown in Appendix C3.,b11cc33f-c0be-46ad-b165-85fca1b139a1,3700a212-379c-481f-8f83-411e39ef933e
RULE,5383ed1f-247d-40ca-80f9-9d64ac7e76d5,,2.6.1,Vendors (i.e. individuals~ corporations and other entities displaying or selling merchandise at an IPSC match) are solely responsible for the safe handling and security of their products and other items in their care~ and ensuring they are displayed in a condition that will not endanger any person. Assembled firearms must be deactivated prior to being displayed.,357e4c0f-56e7-4da3-93b3-6fff3c3c6a78,3700a212-379c-481f-8f83-411e39ef933e
RULE,5df83dc0-a20a-48c5-a5b4-1d12973bdccc,,2.6.2,The Range Master (in consultation with the Match Director) must clearly delineate the vendor area~ and he may issue "Acceptable Practice Guidelines" to all vendors~ who are responsible for their implementation in respect of their own merchandise.,357e4c0f-56e7-4da3-93b3-6fff3c3c6a78,3700a212-379c-481f-8f83-411e39ef933e
RULE,9ee00ed3-1ac1-4ef4-a572-927c71243f60,,2.6.3,Competitors may handle unloaded vendor's firearms while remaining wholly within the vendor areas~ provided reasonable care is taken to ensure that the muzzle is not pointed at any person while being handled.,357e4c0f-56e7-4da3-93b3-6fff3c3c6a78,3700a212-379c-481f-8f83-411e39ef933e
RULE,00b08546-802f-4215-871e-fbe8f8e2c1db,,2.7.1,A sufficient number of hygiene areas~ with hand cleansing supplies and facilities~ should be provided adjacent to lavatories and near the entrance to food service areas.,9cfa89ba-098c-448c-8e09-aae7b6676c9a,3700a212-379c-481f-8f83-411e39ef933e
RULE,72ae6cb7-a319-44db-876c-8c929eb6f187,Published Courses of Fire,3.1.1,Registered competitors and/or their Regional Directors must be provided with the same course of fire information~ within the same notice period~ in advance of the match. The information may be provided by physical or electronic means~ or by reference to a website (also see Section 2.3).,da105f85-5e3f-4d6f-895c-83478acfe389,3700a212-379c-481f-8f83-411e39ef933e
RULE,43af417e-65b0-4aac-8804-3d4bd534fda7,,3.1.2,Non-Published Courses of Fire � Same as Rule 3.1.1 except that the details for the course of fire are not published beforehand. The course of fire instructions are provided in the written stage briefing.,da105f85-5e3f-4d6f-895c-83478acfe389,3700a212-379c-481f-8f83-411e39ef933e
RULE,4b510e87-cb8f-4502-b9e1-09c69bcd7a6d,,3.2.1,A written stage briefing consistent with these rules and approved by the Range Master must be posted at each course of fire prior to commencement of the match. This briefing will take precedence over any course of fire information published or otherwise communicated to competitors in advance of the match~ and it must provide the following minimum information:,4f3b67ce-29b1-4ced-8daa-8c0d49f88c25,3700a212-379c-481f-8f83-411e39ef933e
RULE,81e78c05-2e49-4312-898c-e79d6bff17d2,,3.2.2,The Range Officer in charge of a course of fire must read out the written stage briefing verbatim to each squad. The Range Officer must visually demonstrate the acceptable Start Position (either by use of a picture or physically) at all match levels.,4f3b67ce-29b1-4ced-8daa-8c0d49f88c25,3700a212-379c-481f-8f83-411e39ef933e
RULE,f511105a-d808-40fd-8400-0134dfdabb95,,3.2.3,The Range Master may modify a written stage briefing at any time for reasons of clarity~ consistency or safety (see Section 2.3).,4f3b67ce-29b1-4ced-8daa-8c0d49f88c25,3700a212-379c-481f-8f83-411e39ef933e
RULE,177a2af4-4853-4d7a-a1f3-331bd5d8e065,,3.2.4,After the written stage briefing has been read to competitors~ and questions arising therefrom have been answered~ competitors should be permitted to conduct an orderly inspection ("walkthrough") of the course of fire. The duration of time for the inspection must be stipulated by the Range Officer~ and it should be the same for all competitors. If the course of fire includes moving targets or similar items~ these should be demonstrated to all competitors for the same duration and frequency.,4f3b67ce-29b1-4ced-8daa-8c0d49f88c25,3700a212-379c-481f-8f83-411e39ef933e
RULE,68e9be0e-1ea5-4c2c-bec3-bd8cf76c49f5,,3.3.1,IPSC matches are governed by the rules applicable to the discipline. Host organizations may not enforce local rules except to comply with legislation or legal precedent in the applicable jurisdiction. Any voluntarily adopted rules that are not in compliance with these rules must not be applied to IPSC matches without the express consent of the Regional Director and the IPSC Executive Council.,e719aa07-2f88-4986-b2ae-a61e090fdf74,3700a212-379c-481f-8f83-411e39ef933e
RULE,7d1b1560-3e2e-41b2-84c4-28e82a3731dc,,4.1.1,Only targets approved by the IPSC Assembly and which fully comply with the specifications in Appendices B and C~ and frangible targets (see Rule 4.4.1)~ are to be used for IPSC Rifle matches.,d283970c-3840-4f47-a096-d0124e759eee,3700a212-379c-481f-8f83-411e39ef933e
RULE,7f330937-77e2-493f-a670-308584c405c4,,4.1.2,Scoring targets used in all IPSC matches must be of a single color~ as follows:,d283970c-3840-4f47-a096-d0124e759eee,3700a212-379c-481f-8f83-411e39ef933e
RULE,08f84e3c-a3d5-4e37-b84c-d1f59a462258,,4.1.3,No-shoots must be clearly marked with a conspicuous "X" or be of a single~ unique color different from scoring targets throughout a match or tournament. Paper and metal no-shoots may be of different colors in a match or tournament provided that the chosen color is consistent for all no-shoots of the same material (i.e. if metal no-shoots are yellow~ they must all be yellow and if paper no-shoots are white~ they must all be white in a match or tournament).,d283970c-3840-4f47-a096-d0124e759eee,3700a212-379c-481f-8f83-411e39ef933e
RULE,a400d119-0b09-4dac-84db-3e90cdd7f1a7,,4.1.4,Targets used in a course of fire may be partially or wholly hidden through the use of hard or soft cover~ as follows:,d283970c-3840-4f47-a096-d0124e759eee,3700a212-379c-481f-8f83-411e39ef933e
RULE,9d4e83d9-b564-4e81-8f35-56044c1d5c27,,4.1.5,Declaring a single~ intact target to represent two or more targets by use of tape~ paint or any other means and/or attaching a Mini Target to a full size target is prohibited.,d283970c-3840-4f47-a096-d0124e759eee,3700a212-379c-481f-8f83-411e39ef933e
RULE,ac446f49-8e66-46c5-aa93-a4e89ed1c22e,,4.1.6,Only IPSC targets~ and mechanically or electrically operated devices~ can be used to activate moving targets.,d283970c-3840-4f47-a096-d0124e759eee,3700a212-379c-481f-8f83-411e39ef933e
RULE,5850869c-9dba-44d9-83e6-52c84d6ee421,,4.2.1,There are three paper targets approved for use in IPSC Rifle matches (see Appendix B).,8adc06af-5e3c-488b-8279-4ebe10cf89b4,3700a212-379c-481f-8f83-411e39ef933e
RULE,14effe81-c19d-4d07-8ffc-173d351b85b5,,4.2.2,Paper targets must have scoring lines and 0.5 cm (Mini Targets 0.3 cm) non-scoring borders clearly marked on the front of the target. However~ scoring lines and non-scoring borders should not be visible beyond a distance of 10 meters. The scoring zones reward power in IPSC matches.,8adc06af-5e3c-488b-8279-4ebe10cf89b4,3700a212-379c-481f-8f83-411e39ef933e
RULE,beb040a3-725c-422b-8b18-e08181492da0,,4.2.3,When the scoring area of a paper target is to be partially hidden~ Course Designers must simulate hard cover in one of the following ways:,8adc06af-5e3c-488b-8279-4ebe10cf89b4,3700a212-379c-481f-8f83-411e39ef933e
RULE,37596152-54dc-48f5-becb-45f98bf16d10,,4.2.4,Hard cover (and overlapping no-shoots) must not completely hide the A zone on a partially hidden paper target.,8adc06af-5e3c-488b-8279-4ebe10cf89b4,3700a212-379c-481f-8f83-411e39ef933e
RULE,f0f2e001-5d56-4ce9-b556-0b233a0a0253,,4.3.1,General Rules,6d473290-a378-4d38-a2ce-2846700f5f3a,3700a212-379c-481f-8f83-411e39ef933e
RULE,c2c5aabf-72b8-43bd-9f40-01dfd36974b4,,4.3.2,IPSC Poppers,6d473290-a378-4d38-a2ce-2846700f5f3a,3700a212-379c-481f-8f83-411e39ef933e
RULE,cc7a975c-19b2-4f1b-a7c8-e9a7092d987c,,4.3.3,IPSC Plates,6d473290-a378-4d38-a2ce-2846700f5f3a,3700a212-379c-481f-8f83-411e39ef933e
RULE,9e6834db-0d3a-4fbb-8d8e-d753e01f3cc1,,4.3.4,No-Shoots,6d473290-a378-4d38-a2ce-2846700f5f3a,3700a212-379c-481f-8f83-411e39ef933e
RULE,130cb830-9f1f-4a73-99e9-8c38006a4242,,4.4.1,Frangible targets~ such as tiles~ may be used as scoring targets~ but not as no-shoots~ in IPSC Rifle matches. Clay pigeons are not authorized targets for IPSC Rifle matches.,daea7323-c2ab-45d4-8c7e-2be67547a35a,3700a212-379c-481f-8f83-411e39ef933e
RULE,e6d0a111-35e9-4a7a-b852-a1b430b0ce84,,4.5.1,The competitor must not interfere with the range surface~ natural foliage~ constructions~ props or other range equipment (including targets~ target stands and target activators) at any time. Violations may incur one procedural penalty per occurrence at the discretion of the Range Officer.,6e7aa0ed-f9b2-4a13-88e4-91f96a53308a,3700a212-379c-481f-8f83-411e39ef933e
RULE,a634aee5-b501-4011-b1c5-41699832f7da,,4.5.2,The competitor may request that Match Officials take corrective actions to ensure consistency in respect of the range surface~ the presentation of targets and/or any other matter. The Range Master will have final authority concerning all such requests.,6e7aa0ed-f9b2-4a13-88e4-91f96a53308a,3700a212-379c-481f-8f83-411e39ef933e
RULE,65b2b4fa-83ec-47ba-9543-0b7fed3f84a6,,4.6.1,Range equipment must present the challenge fairly and equitably to all competitors. Range equipment failure includes~ but is not limited to~ the displacement of paper targets~ the premature activation of metal or moving targets~ the malfunction of mechanically or electrically operated equipment~ and the failure of props such as openings~ ports~ and barriers.,b99aea90-deff-484b-92c6-96d8771e5d92,3700a212-379c-481f-8f83-411e39ef933e
RULE,092c72f3-8705-43a9-a656-a8c5e9f6066f,,4.6.2,A competitor who is unable to complete a course of fire due to range equipment failure~ or if a metal or moving target was not reset prior to his attempt at a course of fire~ must be required to reshoot the course of fire after corrective actions have been taken.,b99aea90-deff-484b-92c6-96d8771e5d92,3700a212-379c-481f-8f83-411e39ef933e
RULE,59f392e1-1d5c-410e-84ae-a6ef18c35f5d,,4.6.3,Chronic malfunction of equipment in a course of fire may result in the removal of that stage from the match results (see Rule 2.3.4).,b99aea90-deff-484b-92c6-96d8771e5d92,3700a212-379c-481f-8f83-411e39ef933e
RULE,61ae3afc-c434-403f-b7c8-89a3639fb2a4,,5.1.1,Firearms are regulated by Divisions (see Appendix D)~ but courses of fire must remain consistent for all Divisions.,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,c7e1d0a9-836f-4413-a200-d2ce61477212,,5.1.2,There is no minimum caliber for rifles used in IPSC matches.,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,139947dc-2510-4a67-aeb7-5d24c92ddfca,,5.1.3,Sights,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,0a551368-408b-4db6-8d66-dd9532b7eabf,,5.1.4,Unless required by a Division (see Appendix D)~ there is no restriction on the trigger pull weight of a firearm~ but the trigger mechanism must~ at all times~ function safely.,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,bba4ddb8-3fe5-433c-bc32-fa3cacfa5ac1,,5.1.5,Triggers and/or trigger shoes that extend beyond the width of the trigger guard are expressly prohibited. However~ rifles fitted with "winter triggers/guards" may be used in this mode~ provided that this fitting was designed~ manufactured and provided as part of the rifle and only when the particular climate or weather conditions dictate their use.,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,4aa7e557-2efe-4807-b258-c8f71858ebd4,,5.1.6,Firearms must be serviceable and safe. Range Officers may demand examination of a competitor�s firearm or allied equipment~ at any time~ to check they are functioning safely. If any such item is declared unserviceable or unsafe by a Range Officer~ it must be withdrawn from the match until the item is repaired to the satisfaction of the Range Master (also see Rule 5.7.5).,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,72d7370f-6acf-43bf-8ebb-95cef541d113,,5.1.7,Competitors must use the same firearm and type of sights for all courses of fire in a match. However~ in the event that a competitor�s original firearm and/or sights become unserviceable or unsafe during a match~ the competitor must~ before using a substitute firearm and/or sights~ seek permission from the Range Master who may approve the substitution provided he is satisfied:,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,0a5a7e4a-987b-4812-961e-f941293e38ff,,5.1.8,A competitor who substitutes or significantly modifies a firearm and/or sights during a match without the prior approval of the Range Master will be subject to the provisions of Rule 10.6.1.,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,c03e4a1c-08d4-4a52-9aee-ff83970ca815,,5.1.9,A competitor must never use or wear on his person more than one firearm during a course of fire (see Rule 10.5.7).,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,544e28be-0e3e-4062-a7f6-488d9ede9e16,,5.1.10,The rifle must be fitted with a stock enabling it to be fired from the shoulder (see Rule 10.5.15).,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,0dbe7498-4ace-40bb-b534-e23b2c21c131,,5.1.11,Rifles offering only "burst" and/or fully automatic operation (i.e. whereby more than one round can be discharged on a single pull or activation of the trigger) are prohibited (see Rule 10.5.15).,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,48498d14-bec9-4e52-adec-9650b9ade52d,,5.1.12,Combination guns offering an additional barrel~ or barrels~ that is not a conventional rifle barrel (e.g. a rifle and shotgun combination)~ are prohibited.,d8217eb5-2f2f-4e3f-a406-ff0901611b1c,3700a212-379c-481f-8f83-411e39ef933e
RULE,1fc3d306-6390-41bc-a092-18426d10f1e8,Carry and Storage,5.2.1,Except when within the boundaries of a Safety Area~ or when under the supervision and direct command of a Range Officer~ long guns must be unloaded and held~ shouldered or slung (or placed in a rack)~ with the muzzle pointed skywards. Long guns placed in a slip or case are not required to be pointed skywards. Failure to comply may be subject to the provisions of Rule 10.5.1. The action may be open or closed~ but a chamber safety flag must be fitted at all times when the firearm is not in use. Detachable magazines must be removed. Violations will incur a warning for the first occurrence~ but will be subject to Rule 10.5.1 for subsequent occurrences in the same match.,eba4ada0-0e17-459c-b83a-d575b1e603a9,3700a212-379c-481f-8f83-411e39ef933e
RULE,23026a28-cf3e-48f2-9fa7-8fc75f8a5f72,,5.2.2,Not applicable.,eba4ada0-0e17-459c-b83a-d575b1e603a9,3700a212-379c-481f-8f83-411e39ef933e
RULE,0fc54787-6e6b-4d09-90d5-382bc3a715b2,,5.2.3,The use of shooting sticks~ sandbags~ tripods and similar~ or any stability improving device attached to the firearm by means of straps or tape~ is prohibited.,eba4ada0-0e17-459c-b83a-d575b1e603a9,3700a212-379c-481f-8f83-411e39ef933e
RULE,cfd8efc3-46bc-4252-83e5-68ac0be3b252,,5.2.4,Ammunition and speed loaders must be carried or worn on the competitor or mounted to the rifle in safely designed pouches~ pockets or other suitable retention devices~ unless otherwise specified in the written stage briefing.,eba4ada0-0e17-459c-b83a-d575b1e603a9,3700a212-379c-481f-8f83-411e39ef933e
